;Arbeitslosigkeit;;;;;;;;
41212-LAMBRECHTEN;11;-1;-7,1%;11;-7;-39,0%;22;-8;-26,3%
41213-LOHNSBURG AM KOBERNAUSZERWALD;12;-3;-21,7%;18;-9;-34,5%;30;-13;-29,9%
41214-MEHRNBACH;17;-3;-14,5%;24;-2;-7,1%;41;-5;-10,3%
41215-METTMACH;18;4;24,9%;20;-3;-12,0%;38;1;2,7%
41216-MOERSCHWANG;2;1;171,4%;1;-1;-60,0%;2;0;13,6%
41217-MUEHLHEIM AM INN;2;-1;-37,0%;5;2;43,2%;8;0;2,2%
41218-NEUHOFEN IM INNKREIS;15;0;1,1%;19;-2;-7,3%;34;-1;-3,7%
41219-OBERNBERG AM INN;21;5;26,9%;21;-10;-31,8%;42;-5;-11,2%
41220-ORT IM INNKREIS;17;2;15,7%;17;-2;-9,9%;35;0;1,2%
41221-PATTIGHAM;6;-2;-22,2%;7;-1;-8,6%;13;-2;-15,3%
41222-PETERSKIRCHEN;7;2;50,0%;6;0;-2,9%;12;2;20,5%
41223-PRAMET;7;0;-3,3%;10;-2;-18,9%;17;-3;-12,9%
41224-REICHERSBERG;13;1;7,6%;17;3;24,8%;30;4;16,7%
41225-RIED IM INNKREIS;132;-1;-0,6%;160;-19;-10,4%;292;-19;-6,2%
41226-SANKT GEORGEN BEI OBERNBERG AM INN;4;-1;-12,5%;3;0;-10,5%;6;-1;-11,6%
41227-SANKT MARIENKIRCHEN AM HAUSRUCK;8;4;86,5%;4;-4;-51,7%;12;0;0,0%
41228-SANKT MARTIN IM INNKREIS;19;4;30,6%;18;-3;-16,0%;37;1;2,8%
41229-SCHILDORN;7;-3;-27,3%;11;-2;-13,5%;17;-4;-19,4%
41230-SENFTENBACH;7;1;13,3%;8;-3;-30,1%;15;-3;-14,7%
41231-TAISKIRCHEN IM INNKREIS;24;3;13,5%;24;-4;-13,2%;48;-1;-1,7%
41232-TUMELTSHAM;13;-3;-16,3%;14;0;0,6%;27;-2;-8,3%
41233-UTZENAICH;9;1;12,0%;13;-4;-25,4%;22;-3;-13,3%
41234-WALDZELL;13;1;6,8%;23;-5;-18,2%;36;-4;-10,6%
41235-WEILBACH;6;-1;-12,3%;4;-2;-36,2%;10;-3;-23,3%
41236-WIPPENHAM;3;-3;-51,3%;4;-2;-37,3%;7;-6;-44,4%
Gesamt;504;-4;-0,9%;610;-111;-15,4%;1.115;-115;-9,4%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Rohrbach 413;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41301-AFIESL;2;0;0,0%;4;1;38,7%;5;1;24,5%
41302-AHORN;2;-1;-26,7%;2;-3;-62,3%;4;-3;-49,4%
41303-AIGEN IM MUEHLKREIS;10;-4;-29,8%;18;-7;-27,5%;29;-11;-28,3%
41304-ALTENFELDEN;17;3;25,8%;17;-7;-30,0%;33;-4;-10,0%
41305-ARNREIT;5;0;-6,5%;9;-4;-31,3%;13;-4;-24,1%
41306-ATZESBERG;3;1;34,6%;4;0;-10,4%;7;0;5,4%
41307-AUBERG;2;-1;-28,6%;4;-2;-27,4%;7;-3;-27,8%
41308-BERG BEI ROHRBACH;14;3;21,3%;21;-1;-5,7%;35;1;3,7%
41309-HASLACH AN DER MUEHL;14;-2;-10,6%;18;-2;-10,8%;32;-4;-10,7%
41310-HELFENBERG;5;1;12,5%;7;-4;-36,8%;12;-4;-23,8%
41311-HOERBICH;1;-1;-33,3%;2;-1;-33,3%;3;-1;-33,3%
41312-HOFKIRCHEN IM MUEHLKREIS;9;-4;-28,7%;9;-4;-28,9%;18;-7;-28,8%
41313-JULBACH;12;0;-2,1%;16;-3;-13,4%;28;-3;-8,9%
41314-KIRCHBERG OB DER DONAU;9;2;29,3%;9;0;2,9%;18;2;14,5%
41315-KLAFFER;9;-4;-27,7%;16;-3;-13,8%;25;-6;-19,6%
41316-KLEINZELL IM MUEHLKREIS;8;0;0,0%;10;-4;-29,2%;18;-4;-18,4%
41317-KOLLERSCHLAG;10;-1;-12,6%;13;0;-2,4%;23;-2;-7,0%
41318-LEMBACH IM MUEHLKREIS;7;-3;-27,5%;14;-7;-32,8%;21;-9;-31,0%
41319-LICHTENAU IM MUEHLKREIS;2;-1;-44,7%;4;0;-8,2%;6;-2;-24,1%
41320-NEBELBERG;3;0;0,0%;3;0;6,9%;6;0;3,1%
41321-NEUFELDEN;11;0;0,7%;8;-2;-16,8%;20;-2;-7,5%
41322-NIEDERKAPPEL;3;-3;-50,0%;8;0;4,7%;11;-3;-21,3%
41323-NIEDERWALDKIRCHEN;5;-4;-43,4%;9;-2;-15,9%;14;-6;-28,9%
41324-OBERKAPPEL;3;-2;-36,2%;5;-2;-32,6%;8;-4;-34,0%
41325-OEPPING;10;2;24,0%;14;-4;-23,9%;24;-2;-8,8%
41326-PEILSTEIN IM MUEHLVIERTEL;6;-2;-25,5%;11;-4;-28,9%;17;-7;-27,7%
41327-PFARRKIRCHEN IM MUEHLKREIS;7;0;6,6%;9;-4;-29,4%;16;-4;-17,8%
41328-PUTZLEINSDORF;6;-1;-14,9%;8;-3;-26,1%;14;-4;-21,7%
41329-NEUSTIFT IM MUEHLKREIS;7;-2;-23,4%;9;-2;-19,7%;16;-4;-21,3%
41330-ROHRBACH IN OBEROESTERREICH;15;1;3,4%;19;-11;-36,2%;34;-10;-23,0%
41331-SANKT JOHANN AM WIMBERG;4;-2;-32,1%;3;-2;-35,2%;7;-4;-33,3%
41332-SANKT MARTIN IM MUEHLKREIS;18;-2;-8,2%;24;-10;-29,1%;42;-11;-21,5%
41333-SANKT OSWALD BEI HASLACH;4;1;26,8%;6;-2;-29,9%;10;-2;-13,0%
41334-SANKT PETER AM WIMBERG;7;-4;-36,4%;8;-2;-21,0%;15;-6;-28,9%
41335-SANKT STEFAN AM WALDE;5;2;50,0%;6;0;7,8%;10;2;23,0%
41336-SANKT ULRICH IM MUEHLKREIS;2;-1;-28,2%;4;0;-5,7%;7;-1;-15,2%
41337-SANKT VEIT IM MUEHLKREIS;3;-4;-55,6%;4;-2;-34,8%;7;-6;-46,5%
41338-SARLEINSBACH;9;-1;-9,7%;17;-3;-14,2%;26;-4;-12,6%
41339-SCHLAEGL;8;-1;-13,1%;10;-2;-14,3%;17;-3;-13,8%
41340-SCHOENEGG;1;-2;-72,0%;3;-2;-40,9%;4;-4;-49,5%
41341-SCHWARZENBERG IM MUEHLKREIS;3;-1;-16,7%;7;-2;-24,8%;10;-3;-22,4%
41342-ULRICHSBERG;23;-1;-4,2%;37;-7;-16,5%;60;-8;-12,2%
Gesamt;305;-40;-11,5%;423;-117;-21,7%;728;-157;-17,7%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Schärding 414;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41401-ALTSCHWENDT;4;0;10,9%;5;-4;-46,0%;9;-4;-29,6%
41402-ANDORF;54;8;16,4%;68;-13;-16,2%;122;-5;-4,2%
41403-BRUNNENTHAL;17;-1;-7,8%;19;-4;-17,9%;35;-6;-13,5%
41404-DIERSBACH;12;-1;-4,6%;16;-2;-9,3%;28;-2;-7,4%
41405-DORF AN DER PRAM;6;-1;-8,6%;8;-2;-16,1%;14;-2;-13,1%
41406-EGGERDING;11;0;-1,5%;12;-2;-13,0%;23;-2;-7,8%
41407-ENGELHARTSZELL;9;1;6,0%;8;-3;-25,4%;17;-2;-12,0%
41408-ENZENKIRCHEN;9;-5;-36,3%;24;-3;-12,3%;33;-8;-20,0%
41409-ESTERNBERG;17;4;25,9%;28;-5;-14,5%;45;-1;-2,7%
41410-FREINBERG;11;1;11,0%;9;-3;-25,3%;20;-2;-9,1%
41411-KOPFING IM INNKREIS;12;1;8,1%;28;-6;-16,7%;40;-5;-10,5%
41412-MAYRHOF;2;0;15,0%;1;-1;-33,3%;3;0;-7,9%
41413-MUENZKIRCHEN;15;-3;-16,1%;28;-7;-19,1%;43;-9;-18,1%
41414-RAAB;20;-1;-5,8%;29;-8;-21,7%;49;-9;-15,8%
41415-RAINBACH IM INNKREIS;10;-2;-18,7%;14;-5;-23,9%;25;-7;-21,8%
41416-RIEDAU;26;3;12,5%;25;-5;-17,4%;52;-2;-4,5%
41417-SANKT AEGIDI;13;0;-1,3%;18;-3;-14,6%;31;-3;-9,6%
41418-SANKT FLORIAN AM INN;38;2;4,4%;42;-9;-18,0%;80;-8;-8,7%
41419-SANKT MARIENKIRCHEN BEI SCHAERDING;17;0;0,0%;21;-1;-2,3%;38;-1;-1,3%
41420-SANKT ROMAN;11;1;14,0%;18;-2;-8,0%;29;0;-0,9%
41421-SANKT WILLIBALD;8;0;-2,2%;13;-4;-21,8%;20;-4;-15,4%
41422-SCHAERDING;72;3;4,6%;87;-13;-12,9%;159;-10;-5,7%
41423-SCHARDENBERG;14;0;1,2%;19;-5;-19,8%;33;-5;-12,2%
41424-SIGHARTING;5;-1;-9,9%;12;-2;-13,3%;17;-2;-12,2%
41425-SUBEN;15;0;-1,1%;16;0;-1,5%;32;0;-1,3%
41426-TAUFKIRCHEN AN DER PRAM;27;-1;-3,9%;40;-5;-11,3%;67;-6;-8,5%
41427-VICHTENSTEIN;6;1;10,6%;11;-4;-23,9%;17;-3;-14,5%
41428-WALDKIRCHEN AM WESEN;14;4;40,2%;10;-5;-35,4%;24;-1;-4,7%
41429-WERNSTEIN AM INN;14;0;-2,3%;10;-3;-20,7%;24;-3;-10,9%
41430-ZELL AN DER PRAM;17;-5;-22,3%;18;-2;-7,8%;34;-6;-15,4%
Gesamt;507;8;1,5%;658;-127;-16,2%;1.165;-120;-9,3%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Steyr 415;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40201-STEYR;657;-54;-7,6%;828;-164;-16,5%;1.485;-218;-12,8%
41501-ADLWANG;10;-2;-14,7%;11;-7;-38,0%;21;-9;-28,7%
41502-ASCHACH AN DER STEYR;16;-4;-19,2%;14;-5;-27,0%;30;-9;-23,1%
41503-BAD HALL;54;-7;-11,7%;64;-19;-23,3%;118;-27;-18,3%
41504-DIETACH;25;2;6,5%;31;-7;-18,5%;55;-5;-9,0%
41505-GAFLENZ;8;-1;-10,0%;12;0;-1,4%;20;-1;-5,1%
41506-GARSTEN;46;-6;-11,2%;54;-10;-15,5%;100;-16;-13,6%
41507-GROSZRAMING;16;-3;-13,7%;26;2;8,2%;43;-1;-1,3%
41508-LAUSSA;9;-2;-17,3%;8;-5;-35,3%;17;-6;-27,2%
41509-LOSENSTEIN;10;-3;-24,8%;14;-1;-9,3%;24;-5;-16,7%
41510-MARIA NEUSTIFT;9;-2;-15,0%;14;-1;-8,5%;22;-3;-11,1%
41511-PFARRKIRCHEN BEI BAD HALL;16;-2;-9,7%;17;-4;-18,0%;32;-5;-14,2%
41512-REICHRAMING;14;0;1,2%;22;-4;-16,5%;36;-4;-10,3%
41513-ROHR IM KREMSTAL;10;-1;-10,8%;11;-1;-4,3%;22;-2;-7,5%
41514-SANKT ULRICH BEI STEYR;17;-1;-3,8%;15;-6;-29,0%;32;-7;-17,6%
41515-SCHIEDLBERG;7;0;4,8%;11;-1;-5,7%;18;0;-1,8%
41516-SIERNING;100;-9;-8,0%;97;-26;-21,2%;198;-35;-15,0%
41517-TERNBERG;28;-2;-6,6%;27;-11;-29,2%;56;-13;-19,3%
41518-WALDNEUKIRCHEN;16;-4;-20,8%;15;0;-1,1%;31;-4;-12,2%
41521-WOLFERN;19;1;3,1%;20;1;5,7%;40;2;4,4%
41522-WEYER;25;-7;-21,5%;36;-11;-23,2%;61;-18;-22,5%
Gesamt;1.113;-106;-8,7%;1.348;-280;-17,2%;2.461;-386;-13,5%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Vöcklabruck 418;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41701-AMPFLWANG IM HAUSRUCKWALD;42;3;8,0%;48;-4;-7,8%;90;-1;-1,1%
41702-ATTERSEE;15;1;6,4%;16;-1;-7,4%;31;0;-1,1%
41703-ATTNANG-PUCHHEIM;129;-5;-3,6%;161;-26;-13,9%;290;-31;-9,6%
41704-ATZBACH;6;0;-1,4%;8;0;5,4%;14;0;2,5%
41705-AURACH AM HONGAR;14;3;22,4%;14;-1;-4,4%;28;2;7,0%
41706-BERG IM ATTERGAU;7;-2;-19,4%;6;-2;-24,2%;13;-4;-21,6%
41707-DESSELBRUNN;13;-6;-29,4%;13;-3;-17,4%;27;-8;-23,9%
41708-FORNACH;9;0;-2,8%;6;-2;-27,3%;15;-3;-14,4%
41709-FRANKENBURG AM HAUSRUCK;30;-3;-8,7%;51;-1;-2,3%;80;-4;-4,7%
41710-FRANKENMARKT;32;-7;-17,4%;36;-1;-1,6%;68;-7;-9,7%
41711-GAMPERN;17;1;8,0%;16;-9;-35,5%;33;-7;-18,5%
41712-INNERSCHWAND;5;-3;-34,1%;7;-1;-12,9%;12;-4;-22,8%
41713-LENZING;57;0;-0,4%;57;-7;-11,6%;113;-8;-6,3%
41714-MANNING;5;-2;-28,4%;6;-3;-30,0%;11;-4;-29,3%
41715-MONDSEE;41;4;10,7%;41;-9;-18,8%;81;-6;-6,3%
41716-NEUKIRCHEN AN DER VOECKLA;17;-1;-6,8%;17;-4;-20,2%;34;-6;-14,0%
41717-NIEDERTHALHEIM;5;1;24,0%;8;-1;-11,8%;13;0;0,0%
41718-NUSZDORF AM ATTERSEE;7;1;16,4%;12;5;67,4%;19;6;45,5%
41719-OBERHOFEN AM IRRSEE;10;-1;-8,7%;11;-1;-10,5%;21;-2;-9,7%
41720-OBERNDORF BEI SCHWANENSTADT;9;-2;-17,7%;14;2;13,9%;23;0;-1,1%
41721-OBERWANG;6;-3;-33,9%;13;0;-3,0%;19;-4;-15,4%
41722-OTTNANG AM HAUSRUCK;33;-4;-11,8%;34;-8;-19,4%;67;-13;-15,8%
41723-PFAFFING;10;0;0,0%;9;-2;-17,7%;19;-2;-8,9%
41724-PILSBACH;3;0;0,0%;2;0;-3,3%;5;0;-1,7%
41725-PITZENBERG;3;-1;-24,5%;3;-1;-27,1%;6;-2;-25,7%
41726-POENDORF;14;-3;-16,6%;18;-5;-21,7%;32;-8;-19,5%
41727-PUCHKIRCHEN AM TRATTBERG;8;2;25,6%;9;-1;-7,2%;17;1;6,3%
41728-PUEHRET;2;1;47,1%;3;-3;-44,3%;5;-2;-26,4%
41729-REDLEITEN;2;-1;-25,0%;3;0;-7,0%;5;-1;-14,1%
41730-REDLHAM;10;-1;-12,0%;14;0;0,0%;24;-1;-5,2%
41731-REGAU;59;0;0,7%;60;-13;-17,2%;120;-12;-9,2%
41732-RUESTORF;24;3;11,8%;19;-5;-19,3%;43;-2;-4,6%
41733-RUTZENHAM;2;1;155,6%;2;-1;-39,4%;4;0;2,4%
41734-SANKT GEORGEN IM ATTERGAU;43;-6;-11,3%;48;2;4,8%;91;-3;-3,5%
41735-SANKT LORENZ;12;-3;-20,9%;19;1;5,1%;31;-2;-6,6%
41736-SCHLATT;14;3;27,1%;10;-4;-26,9%;24;-1;-2,4%
41737-SCHOERFLING AM ATTERSEE;20;-4;-14,7%;26;-8;-23,1%;46;-11;-19,6%
41738-SCHWANENSTADT;64;-4;-5,8%;71;-14;-16,5%;134;-18;-11,7%
41739-SEEWALCHEN AM ATTERSEE;42;-8;-16,7%;44;-5;-10,6%;85;-14;-13,7%
41740-STEINBACH AM ATTERSEE;6;0;-6,5%;6;2;41,7%;12;1;12,0%
41741-STRASZ IM ATTERGAU;11;-1;-6,3%;14;-2;-10,4%;26;-2;-8,7%
41742-TIEFGRABEN;21;-2;-7,4%;27;-5;-14,7%;47;-6;-11,6%
41743-TIMELKAM;52;0;-0,2%;54;-7;-11,1%;106;-7;-6,0%
41744-UNGENACH;10;-1;-12,1%;11;2;19,6%;21;0;2,0%
41745-UNTERACH AM ATTERSEE;10;-2;-16,3%;11;-3;-22,6%;22;-5;-19,8%
41746-VOECKLABRUCK;132;-10;-7,1%;166;-23;-12,3%;298;-33;-10,1%
41747-VOECKLAMARKT;37;-8;-17,1%;49;-11;-17,7%;86;-18;-17,5%
41748-WEISZENKIRCHEN IM ATTERGAU;5;0;-7,8%;5;0;5,5%;10;0;-1,7%
41749-WEYREGG AM ATTERSEE;12;-1;-7,7%;11;-3;-21,1%;23;-4;-14,5%
41750-WOLFSEGG AM HAUSRUCK;19;2;10,0%;23;-3;-11,8%;42;-1;-3,0%
41751-ZELL AM MOOS;9;1;5,7%;15;3;27,7%;24;4;18,1%
41752-ZELL AM PETTENFIRST;6;-2;-25,8%;9;-6;-37,9%;15;-8;-33,6%
Gesamt;1.169;-71;-5,7%;1.354;-190;-12,3%;2.523;-260;-9,4%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Wels 419;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40301-WELS;809;-29;-3,4%;1.126;-151;-11,9%;1.935;-180;-8,5%
41801-AICHKIRCHEN;5;1;36,2%;4;-2;-30,0%;9;0;-0,9%
41802-BACHMANNING;3;-1;-29,6%;5;-1;-20,6%;8;-3;-24,6%
41803-BAD WIMSBACH-NEYDHARTING;19;0;0,5%;27;-2;-5,9%;45;-2;-3,4%
41804-BUCHKIRCHEN;23;1;4,9%;25;-3;-11,3%;49;-2;-4,3%
41805-EBERSTALZELL;14;-3;-20,1%;16;-2;-12,8%;30;-6;-16,3%
41806-EDT BEI LAMBACH;12;-1;-4,5%;14;-4;-22,9%;26;-5;-15,2%
41807-FISCHLHAM;6;-1;-13,8%;11;3;28,6%;18;2;9,4%
41808-GUNSKIRCHEN;43;-5;-9,9%;38;-6;-13,9%;81;-11;-11,8%
41809-HOLZHAUSEN;5;-3;-34,4%;9;-1;-11,9%;14;-4;-21,5%
41810-KRENGLBACH;20;0;2,1%;19;-7;-27,5%;39;-7;-14,9%
41811-LAMBACH;37;-1;-1,5%;51;-2;-4,1%;88;-3;-3,0%
41812-MARCHTRENK;106;-31;-22,7%;140;-29;-17,2%;246;-60;-19,7%
41813-NEUKIRCHEN BEI LAMBACH;7;1;16,2%;8;3;59,3%;14;4;36,2%
41814-OFFENHAUSEN;13;-2;-11,7%;15;-2;-13,1%;28;-4;-12,5%
41815-PENNEWANG;6;2;47,1%;2;-4;-68,5%;8;-2;-21,0%
41816-PICHL BEI WELS;22;0;-1,9%;19;-7;-25,4%;41;-7;-14,6%
41817-SATTLEDT;21;0;1,2%;17;-5;-23,2%;38;-5;-11,5%
41818-SCHLEISZHEIM;7;0;3,6%;9;-3;-22,3%;16;-2;-12,6%
41819-SIPBACHZELL;12;-3;-19,3%;12;-4;-24,1%;24;-7;-21,8%
41820-STADL-PAURA;52;-14;-20,9%;77;-11;-12,2%;128;-24;-15,9%
41821-STEINERKIRCHEN AN DER TRAUN;14;-3;-16,0%;14;0;-0,6%;27;-3;-8,9%
41822-STEINHAUS;14;5;51,8%;15;-2;-11,9%;30;3;10,2%
41823-THALHEIM BEI WELS;45;-3;-6,6%;46;-8;-15,0%;91;-11;-11,1%
41824-WEISZKIRCHEN AN DER TRAUN;27;1;3,9%;19;-6;-25,0%;46;-5;-10,5%
Gesamt;1.341;-86;-6,0%;1.739;-258;-12,9%;3.080;-344;-10,0%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Traun (mit ZWS) 421;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41001-ALLHAMING;5;-3;-42,6%;9;-4;-32,9%;14;-8;-36,5%
41002-ANSFELDEN;178;11;6,6%;258;-14;-5,1%;437;-3;-0,6%
41003-ASTEN;57;-1;-1,0%;56;-15;-21,4%;114;-16;-12,2%
41004-EGGENDORF IM TRAUNKREIS;3;-2;-34,9%;8;0;1,0%;12;-2;-13,0%
41005-ENNS;118;23;23,9%;137;-16;-10,4%;255;7;2,7%
41006-HARGELSBERG;7;1;15,3%;7;-2;-20,8%;14;-1;-6,2%
41007-HOERSCHING;51;-7;-11,6%;57;-19;-24,7%;108;-25;-19,0%
41008-HOFKIRCHEN IM TRAUNKREIS;12;0;-1,4%;9;-4;-29,3%;21;-4;-15,7%
41009-KEMATEN AN DER KREMS;18;-2;-11,0%;22;-4;-16,4%;40;-7;-14,0%
41010-KIRCHBERG-THENING;13;-1;-5,4%;11;-6;-36,5%;24;-7;-22,7%
41011-KRONSTORF;22;-6;-20,8%;26;-8;-23,5%;47;-14;-22,3%
41012-LEONDING;190;3;1,6%;236;-40;-14,4%;427;-37;-7,9%
41013-MARKT SANKT FLORIAN;33;3;10,2%;40;4;10,9%;73;7;10,6%
41014-NEUHOFEN AN DER KREMS;40;0;0,6%;50;2;4,9%;90;3;3,0%
41015-NIEDERNEUKIRCHEN;9;1;13,0%;9;-3;-25,3%;19;-2;-10,0%
41016-OFTERING;10;0;-0,8%;12;-4;-22,7%;22;-4;-14,1%
41017-PASCHING;59;9;18,7%;66;-5;-6,9%;125;4;3,7%
41018-PIBERBACH;9;-2;-13,8%;14;-2;-11,5%;23;-3;-12,5%
41019-PUCKING;22;-3;-11,9%;27;-2;-6,5%;50;-5;-9,0%
41020-SANKT MARIEN;24;-2;-8,9%;30;-3;-8,5%;53;-5;-8,7%
41021-TRAUN;254;2;0,7%;410;-39;-8,8%;664;-38;-5,4%
41022-WILHERING;29;3;12,1%;32;-8;-19,1%;61;-4;-6,6%
Gesamt;1.165;28;2,5%;1.526;-191;-11,1%;2.691;-162;-5,7%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
