;Arbeitslosigkeit;;;;;;;;
41233-UTZENAICH;12;4;60,5%;13;4;38,6%;25;8;48,0%
41234-WALDZELL;13;2;21,4%;27;6;30,2%;41;9;27,2%
41235-WEILBACH;7;2;56,0%;6;1;26,2%;13;4;39,6%
41236-WIPPENHAM;5;2;96,4%;7;2;36,8%;11;4;56,5%
Gesamt;537;87;19,4%;798;299;60,0%;1.335;386;40,7%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2009      Region:  Rohrbach 413;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41301-AFIESL;2;1;31,6%;1;0;-22,7%;4;0;2,4%
41302-AHORN;1;0;-20,0%;3;2;190,9%;4;2;69,2%
41303-AIGEN IM MUEHLKREIS;17;1;5,1%;28;9;51,6%;45;10;29,6%
41304-ALTENFELDEN;11;-2;-16,3%;21;5;35,3%;31;3;11,9%
41305-ARNREIT;8;4;87,0%;11;4;48,9%;19;8;63,4%
41306-ATZESBERG;2;1;116,7%;4;1;51,6%;6;3;69,8%
41307-AUBERG;2;0;-14,3%;4;2;118,2%;6;2;44,0%
41308-BERG BEI ROHRBACH;12;1;4,3%;19;5;38,8%;31;6;22,7%
41309-HASLACH AN DER MUEHL;21;0;2,0%;16;-1;-3,1%;37;0;-0,2%
41310-HELFENBERG;4;2;65,5%;10;4;65,3%;14;6;65,3%
41311-HOERBICH;2;-1;-29,4%;3;1;21,4%;5;0;-6,5%
41312-HOFKIRCHEN IM MUEHLKREIS;13;0;3,4%;14;4;39,5%;27;5;20,1%
41313-JULBACH;13;3;29,4%;19;7;55,3%;32;10;43,9%
41314-KIRCHBERG OB DER DONAU;9;-1;-8,8%;8;0;0,0%;17;-1;-4,7%
41315-KLAFFER;12;4;46,3%;15;1;8,9%;27;5;22,3%
41316-KLEINZELL IM MUEHLKREIS;7;0;-2,4%;11;2;18,1%;18;2;9,5%
41317-KOLLERSCHLAG;11;2;27,0%;12;3;38,3%;23;6;32,9%
41318-LEMBACH IM MUEHLKREIS;10;1;10,7%;16;4;33,1%;26;5;23,3%
41319-LICHTENAU IM MUEHLKREIS;4;2;77,8%;3;1;66,7%;7;3;72,5%
41320-NEBELBERG;2;-2;-40,8%;3;1;60,0%;6;0;-6,8%
41321-NEUFELDEN;13;4;42,2%;9;1;9,7%;22;5;26,4%
41322-NIEDERKAPPEL;6;-1;-16,0%;6;0;5,9%;12;-1;-6,0%
41323-NIEDERWALDKIRCHEN;8;-2;-18,1%;8;-2;-19,5%;16;-4;-18,8%
41324-OBERKAPPEL;4;1;18,4%;7;1;23,4%;10;2;21,6%
41325-OEPPING;8;2;24,4%;16;1;8,8%;25;3;13,5%
41326-PEILSTEIN IM MUEHLVIERTEL;8;-1;-15,6%;13;5;57,7%;20;3;18,9%
41327-PFARRKIRCHEN IM MUEHLKREIS;7;-1;-15,2%;13;4;50,0%;21;3;17,5%
41328-PUTZLEINSDORF;10;2;26,9%;9;1;8,7%;19;3;17,3%
41329-NEUSTIFT IM MUEHLKREIS;11;2;21,6%;8;1;10,2%;19;3;16,6%
41330-ROHRBACH IN OBEROESTERREICH;16;-2;-12,0%;26;4;18,1%;41;2;4,4%
41331-SANKT JOHANN AM WIMBERG;5;1;26,0%;5;0;-3,3%;10;1;10,0%
41332-SANKT MARTIN IM MUEHLKREIS;26;4;19,0%;30;9;39,5%;56;13;29,2%
41333-SANKT OSWALD BEI HASLACH;5;1;23,5%;7;3;72,5%;13;4;48,0%
41334-SANKT PETER AM WIMBERG;10;1;6,0%;10;3;37,2%;20;3;19,3%
41335-SANKT STEFAN AM WALDE;3;0;6,3%;5;2;47,7%;8;2;30,3%
41336-SANKT ULRICH IM MUEHLKREIS;4;1;39,4%;5;1;31,9%;9;2;35,0%
41337-SANKT VEIT IM MUEHLKREIS;7;1;16,2%;6;2;41,2%;13;3;26,9%
41338-SARLEINSBACH;14;3;26,2%;18;4;24,3%;32;6;25,1%
41339-SCHLAEGL;8;-1;-14,0%;13;5;62,2%;21;4;21,2%
41340-SCHOENEGG;2;1;50,0%;5;2;41,9%;7;2;43,9%
41341-SCHWARZENBERG IM MUEHLKREIS;2;-1;-30,6%;9;2;22,1%;11;1;6,6%
41342-ULRICHSBERG;25;1;3,8%;45;6;14,6%;70;7;10,5%
Gesamt;364;28;8,4%;497;108;27,7%;861;136;18,8%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2009      Region:  Schärding 414;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41401-ALTSCHWENDT;3;-1;-26,8%;8;4;86,0%;11;2;26,4%
41402-ANDORF;47;-1;-1,4%;76;22;41,3%;122;21;21,3%
41403-BRUNNENTHAL;17;4;31,4%;28;12;76,6%;45;16;56,3%
41404-DIERSBACH;13;0;-1,3%;21;6;43,4%;33;6;22,6%
41405-DORF AN DER PRAM;6;1;22,2%;11;7;166,7%;18;8;86,8%
41406-EGGERDING;14;1;3,8%;15;6;58,8%;29;6;26,9%
41407-ENGELHARTSZELL;7;-2;-24,3%;11;3;44,3%;17;1;6,7%
41408-ENZENKIRCHEN;14;2;14,2%;29;10;53,8%;43;12;38,1%
41409-ESTERNBERG;14;-3;-16,2%;28;10;52,5%;42;7;20,2%
41410-FREINBERG;9;-4;-29,6%;11;2;23,6%;21;-2;-7,8%
41411-KOPFING IM INNKREIS;13;1;5,4%;33;9;37,1%;46;10;26,3%
41412-MAYRHOF;2;1;33,3%;2;1;130,0%;4;2;64,5%
41413-MUENZKIRCHEN;26;6;31,0%;36;14;61,3%;63;20;47,0%
41414-RAAB;23;5;28,6%;38;11;42,4%;61;16;36,9%
41415-RAINBACH IM INNKREIS;13;2;21,9%;17;8;88,3%;30;11;52,7%
41416-RIEDAU;26;7;36,3%;36;13;59,9%;62;20;49,1%
41417-SANKT AEGIDI;9;-3;-22,5%;22;6;41,3%;31;4;13,5%
41418-SANKT FLORIAN AM INN;39;8;23,8%;47;12;35,3%;86;20;29,8%
41419-SANKT MARIENKIRCHEN BEI SCHAERDING;18;0;0,0%;20;6;39,0%;37;6;17,5%
41420-SANKT ROMAN;11;0;-3,6%;18;6;45,3%;29;5;21,7%
41421-SANKT WILLIBALD;11;0;3,9%;18;5;34,2%;29;5;20,6%
41422-SCHAERDING;70;13;22,7%;107;39;56,5%;177;52;41,2%
41423-SCHARDENBERG;14;2;16,6%;23;10;74,5%;38;12;47,1%
41424-SIGHARTING;6;-2;-26,5%;13;3;25,0%;19;0;1,8%
41425-SUBEN;15;4;31,6%;17;9;124,2%;32;13;68,7%
41426-TAUFKIRCHEN AN DER PRAM;29;-1;-4,7%;54;19;56,0%;83;18;27,6%
41427-VICHTENSTEIN;5;-1;-10,4%;17;7;73,7%;22;6;42,5%
41428-WALDKIRCHEN AM WESEN;11;0;-3,7%;14;4;40,9%;24;4;16,9%
41429-WERNSTEIN AM INN;14;3;22,3%;12;4;43,7%;27;6;31,4%
41430-ZELL AN DER PRAM;19;1;3,2%;27;8;38,8%;47;8;21,6%
Gesamt;518;40;8,4%;809;276;51,6%;1.327;316;31,2%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2009      Region:  Steyr 415;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40201-STEYR;763;228;42,7%;1.145;482;72,8%;1.908;711;59,3%
41501-ADLWANG;13;7;100,0%;22;13;129,1%;36;19;117,3%
41502-ASCHACH AN DER STEYR;20;6;41,6%;22;8;61,7%;42;14;51,3%
41503-BAD HALL;66;14;26,2%;88;33;59,8%;153;46;43,4%
41504-DIETACH;27;13;88,8%;37;19;102,3%;64;31;96,4%
41505-GAFLENZ;14;5;54,7%;25;18;271,6%;39;23;148,7%
41506-GARSTEN;56;12;28,0%;77;35;85,1%;133;48;55,7%
41507-GROSZRAMING;19;7;63,2%;26;10;59,3%;44;17;60,9%
41508-LAUSSA;12;6;90,7%;12;3;37,4%;24;9;59,3%
41509-LOSENSTEIN;15;1;8,4%;19;10;97,4%;34;11;45,1%
41510-MARIA NEUSTIFT;12;3;32,4%;16;8;105,2%;28;11;66,7%
41511-PFARRKIRCHEN BEI BAD HALL;23;10;73,8%;17;5;45,7%;40;15;60,7%
41512-REICHRAMING;17;5;39,0%;29;15;103,0%;46;19;73,3%
41513-ROHR IM KREMSTAL;14;2;15,9%;16;7;84,2%;30;9;43,9%
41514-SANKT ULRICH BEI STEYR;22;11;104,6%;24;11;79,8%;47;22;90,8%
41515-SCHIEDLBERG;10;3;56,2%;15;7;86,6%;25;10;73,5%
41516-SIERNING;102;22;27,0%;130;59;81,8%;232;80;52,9%
41517-TERNBERG;36;9;33,0%;52;26;105,3%;88;35;67,7%
41518-WALDNEUKIRCHEN;16;3;20,1%;18;8;74,4%;35;11;43,6%
41521-WOLFERN;23;7;42,3%;25;11;74,7%;48;18;57,4%
41522-WEYER;37;7;24,1%;59;31;110,1%;97;38;65,7%
Gesamt;1.318;380;40,5%;1.874;818;77,5%;3.192;1.198;60,1%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2009      Region:  Vöcklabruck 418;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41701-AMPFLWANG IM HAUSRUCKWALD;39;5;14,4%;58;23;66,8%;97;28;40,9%
41702-ATTERSEE;15;3;23,0%;22;9;67,9%;37;12;46,3%
41703-ATTNANG-PUCHHEIM;142;25;21,0%;201;64;46,2%;343;88;34,6%
41704-ATZBACH;6;0;-1,4%;11;5;86,8%;17;5;40,8%
41705-AURACH AM HONGAR;14;7;101,2%;16;9;132,5%;30;16;116,9%
41706-BERG IM ATTERGAU;9;4;78,9%;8;4;124,4%;16;8;98,0%
41707-DESSELBRUNN;15;8;112,0%;16;4;30,7%;31;12;59,7%
41708-FORNACH;10;4;53,1%;7;2;43,9%;17;6;49,3%
41709-FRANKENBURG AM HAUSRUCK;36;5;15,2%;57;26;87,1%;93;31;50,5%
41710-FRANKENMARKT;41;7;21,9%;49;21;77,0%;90;29;46,6%
41711-GAMPERN;16;5;41,5%;21;10;88,8%;37;15;65,1%
41712-INNERSCHWAND;6;1;11,8%;7;3;72,5%;14;4;37,8%
41713-LENZING;63;18;38,9%;77;35;85,1%;140;53;61,0%
41714-MANNING;5;1;31,0%;7;5;183,9%;12;6;95,9%
41715-MONDSEE;47;-2;-4,9%;55;19;53,7%;102;17;19,7%
41716-NEUKIRCHEN AN DER VOECKLA;20;7;51,2%;21;10;86,0%;42;17;67,1%
41717-NIEDERTHALHEIM;2;-2;-41,3%;9;3;53,6%;11;2;15,7%
41718-NUSZDORF AM ATTERSEE;5;-1;-11,0%;9;2;31,6%;14;1;11,2%
41719-OBERHOFEN AM IRRSEE;14;5;51,4%;13;4;42,0%;27;9;46,6%
41720-OBERNDORF BEI SCHWANENSTADT;11;4;61,7%;14;7;94,1%;25;11;78,3%
41721-OBERWANG;9;1;13,3%;13;6;77,8%;23;7;44,1%
41722-OTTNANG AM HAUSRUCK;35;3;9,3%;45;20;75,2%;81;23;38,6%
41723-PFAFFING;10;1;16,0%;11;6;119,7%;21;8;53,9%
41724-PILSBACH;3;3;333,3%;2;1;127,3%;5;4;220,0%
41725-PITZENBERG;2;1;40,0%;5;3;181,8%;8;4;114,3%
41726-POENDORF;17;1;8,5%;25;11;74,4%;42;12;39,9%
41727-PUCHKIRCHEN AM TRATTBERG;12;6;100,0%;7;2;46,4%;19;8;76,4%
41728-PUEHRET;2;2;262,5%;6;5;360,0%;8;6;326,1%
41729-REDLEITEN;2;0;11,8%;4;1;51,7%;5;1;37,0%
41730-REDLHAM;10;5;105,2%;19;12;196,0%;28;17;156,4%
41731-REGAU;57;12;27,2%;79;44;127,7%;136;56;70,9%
41732-RUESTORF;17;5;45,1%;22;12;115,7%;39;17;77,6%
41733-RUTZENHAM;2;1;118,2%;1;0;14,3%;3;1;60,0%
41734-SANKT GEORGEN IM ATTERGAU;52;11;27,6%;52;22;74,5%;104;33;47,3%
41735-SANKT LORENZ;16;8;106,5%;19;6;52,0%;35;15;73,0%
41736-SCHLATT;16;4;36,6%;15;8;125,3%;31;13;68,3%
41737-SCHOERFLING AM ATTERSEE;19;3;19,9%;35;16;80,4%;54;19;53,3%
41738-SCHWANENSTADT;72;10;15,2%;91;31;52,4%;163;41;33,4%
41739-SEEWALCHEN AM ATTERSEE;47;12;35,8%;60;28;87,8%;107;41;60,8%
41740-STEINBACH AM ATTERSEE;5;1;21,2%;6;1;19,7%;11;2;20,4%
41741-STRASZ IM ATTERGAU;7;1;15,6%;15;6;68,6%;22;7;46,2%
41742-TIEFGRABEN;21;11;100,0%;29;18;155,5%;50;28;128,9%
41743-TIMELKAM;58;7;14,4%;70;30;74,8%;128;37;40,9%
41744-UNGENACH;18;10;116,0%;12;5;76,5%;30;15;98,3%
41745-UNTERACH AM ATTERSEE;11;3;28,8%;16;7;77,4%;27;9;53,3%
41746-VOECKLABRUCK;159;37;30,4%;202;79;64,5%;360;116;47,5%
41747-VOECKLAMARKT;50;17;51,9%;82;42;106,8%;132;59;81,8%
41748-WEISZENKIRCHEN IM ATTERGAU;5;2;47,7%;3;1;34,5%;9;3;42,5%
41749-WEYREGG AM ATTERSEE;14;2;17,4%;14;5;47,9%;28;7;31,4%
41750-WOLFSEGG AM HAUSRUCK;16;2;10,7%;26;10;57,3%;42;11;35,9%
41751-ZELL AM MOOS;10;2;26,6%;14;5;47,4%;24;7;38,0%
41752-ZELL AM PETTENFIRST;11;3;39,2%;13;7;116,7%;24;10;72,2%
Gesamt;1.305;289;28,4%;1.690;714;73,2%;2.994;1.003;50,4%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2009      Region:  Wels 419;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40301-WELS;830;226;37,5%;1.284;488;61,3%;2.114;714;51,0%
41801-AICHKIRCHEN;5;2;93,3%;4;1;18,6%;9;3;49,3%
41802-BACHMANNING;6;3;80,5%;5;2;85,3%;11;5;82,7%
41803-BAD WIMSBACH-NEYDHARTING;20;8;68,8%;31;16;104,3%;52;24;88,7%
41804-BUCHKIRCHEN;20;5;32,6%;24;7;41,7%;43;12;37,4%
41805-EBERSTALZELL;14;2;18,7%;15;6;69,2%;28;8;40,3%
41806-EDT BEI LAMBACH;10;-3;-21,9%;21;10;93,8%;30;7;32,4%
41807-FISCHLHAM;7;0;6,6%;10;4;60,3%;17;4;32,9%
41808-GUNSKIRCHEN;49;13;36,3%;45;20;78,0%;95;33;53,5%
41809-HOLZHAUSEN;10;3;44,4%;12;7;170,6%;21;10;93,2%
41810-KRENGLBACH;22;6;36,8%;25;10;68,9%;47;16;52,4%
41811-LAMBACH;40;6;17,9%;60;22;57,2%;99;28;38,8%
41812-MARCHTRENK;124;37;42,8%;165;68;69,9%;290;105;57,1%
41813-NEUKIRCHEN BEI LAMBACH;6;1;15,6%;6;3;89,2%;12;4;42,6%
41814-OFFENHAUSEN;12;4;55,2%;17;6;53,4%;29;10;54,2%
41815-PENNEWANG;3;-2;-31,0%;5;3;106,7%;9;1;15,9%
41816-PICHL BEI WELS;20;1;4,9%;25;11;80,1%;45;12;36,8%
41817-SATTLEDT;23;10;84,5%;25;12;92,9%;48;22;88,8%
41818-SCHLEISZHEIM;10;4;69,1%;8;4;96,1%;18;8;80,7%
41819-SIPBACHZELL;12;-1;-3,9%;14;1;9,5%;26;1;2,7%
41820-STADL-PAURA;67;17;34,9%;84;30;56,2%;150;47;46,0%
41821-STEINERKIRCHEN AN DER TRAUN;15;4;37,1%;14;5;49,1%;29;9;42,6%
41822-STEINHAUS;13;4;42,2%;13;4;54,1%;26;8;47,8%
41823-THALHEIM BEI WELS;48;10;25,8%;59;20;52,2%;107;30;39,1%
41824-WEISZKIRCHEN AN DER TRAUN;29;11;64,6%;28;13;83,3%;57;24;73,2%
Gesamt;1.414;374;36,0%;1.999;772;62,9%;3.412;1.146;50,6%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2009      Region:  Traun (mit ZWS) 421;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41001-ALLHAMING;10;2;19,2%;12;2;19,7%;22;4;19,5%
41002-ANSFELDEN;162;32;24,3%;283;89;46,1%;445;121;37,3%
41003-ASTEN;55;9;18,3%;79;27;51,5%;134;35;35,9%
41004-EGGENDORF IM TRAUNKREIS;3;-1;-13,3%;6;0;5,6%;10;0;-1,7%
41005-ENNS;100;18;22,3%;188;92;95,0%;288;110;61,6%
41006-HARGELSBERG;5;0;7,3%;8;3;58,6%;13;3;33,6%
41007-HOERSCHING;47;10;27,7%;71;20;39,0%;118;30;34,3%
41008-HOFKIRCHEN IM TRAUNKREIS;10;1;10,5%;11;4;48,9%;21;5;28,0%
41009-KEMATEN AN DER KREMS;19;6;40,4%;25;10;66,7%;45;16;54,2%
41010-KIRCHBERG-THENING;16;5;45,1%;16;6;52,8%;32;11;48,8%
41011-KRONSTORF;26;4;19,6%;38;17;76,9%;65;21;48,0%
41012-LEONDING;167;30;21,9%;262;81;44,3%;429;110;34,6%
41013-MARKT SANKT FLORIAN;36;6;21,7%;36;12;49,3%;72;18;34,2%
41014-NEUHOFEN AN DER KREMS;44;12;35,6%;52;17;49,8%;96;29;42,9%
41015-NIEDERNEUKIRCHEN;9;3;50,0%;13;5;73,6%;21;8;63,2%
41016-OFTERING;12;2;20,3%;12;2;24,8%;25;5;22,5%
41017-PASCHING;50;7;15,7%;70;27;62,8%;120;34;39,1%
41018-PIBERBACH;14;4;37,9%;15;6;64,2%;29;10;50,2%
41019-PUCKING;26;10;66,5%;32;12;57,1%;58;22;61,2%
41020-SANKT MARIEN;27;4;18,8%;32;11;51,8%;59;15;34,7%
41021-TRAUN;250;38;18,1%;454;147;48,1%;704;186;35,9%
41022-WILHERING;31;10;47,4%;38;15;64,6%;68;25;56,4%
Gesamt;1.119;212;23,4%;1.754;604;52,5%;2.873;816;39,7%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
