;Arbeitslosigkeit;;;;;;;;
41212-LAMBRECHTEN;10;0;-1,7%;11;-3;-20,2%;20;-3;-12,5%
41213-LOHNSBURG AM KOBERNAUSZERWALD;16;0;-1,6%;16;-5;-22,4%;32;-5;-13,5%
41214-MEHRNBACH;16;-2;-9,8%;17;-3;-16,4%;33;-5;-13,3%
41215-METTMACH;17;-5;-24,2%;18;-8;-30,5%;35;-13;-27,6%
41216-MOERSCHWANG;1;0;-14,3%;1;1;225,0%;2;1;72,7%
41217-MUEHLHEIM AM INN;3;0;-2,7%;3;-1;-32,6%;6;-1;-19,3%
41218-NEUHOFEN IM INNKREIS;12;-8;-41,4%;10;-2;-14,4%;22;-10;-31,2%
41219-OBERNBERG AM INN;19;-6;-22,5%;27;-2;-7,1%;47;-8;-14,1%
41220-ORT IM INNKREIS;14;-2;-14,1%;16;-5;-25,5%;30;-8;-20,5%
41221-PATTIGHAM;5;-2;-23,4%;5;-3;-37,9%;10;-5;-31,4%
41222-PETERSKIRCHEN;6;-2;-23,3%;4;-2;-40,8%;9;-4;-31,1%
41223-PRAMET;8;1;20,5%;6;-3;-32,5%;15;-2;-10,2%
41224-REICHERSBERG;7;-4;-38,8%;7;-2;-24,8%;13;-7;-32,6%
41225-RIED IM INNKREIS;105;-31;-22,8%;129;-24;-15,7%;234;-55;-19,0%
41226-SANKT GEORGEN BEI OBERNBERG AM INN;6;2;57,1%;3;0;0,0%;9;2;29,6%
41227-SANKT MARIENKIRCHEN AM HAUSRUCK;6;-3;-32,7%;4;-2;-34,2%;10;-5;-33,3%
41228-SANKT MARTIN IM INNKREIS;17;2;14,4%;14;-1;-9,1%;31;1;2,4%
41229-SCHILDORN;6;-4;-39,8%;10;-2;-15,5%;16;-6;-26,3%
41230-SENFTENBACH;5;-1;-13,8%;7;0;0,0%;11;-1;-6,2%
41231-TAISKIRCHEN IM INNKREIS;14;-5;-24,8%;17;-7;-29,1%;31;-12;-27,2%
41232-TUMELTSHAM;10;-2;-14,8%;10;3;36,0%;20;1;4,4%
41233-UTZENAICH;10;-3;-19,4%;9;-1;-9,6%;19;-3;-15,2%
41234-WALDZELL;15;2;19,7%;18;-11;-37,0%;33;-8;-19,9%
41235-WEILBACH;4;-2;-37,2%;4;1;30,0%;8;-1;-14,4%
41236-WIPPENHAM;6;3;88,6%;5;0;-6,5%;10;2;27,8%
Gesamt;449;-76;-14,5%;498;-108;-17,9%;947;-185;-16,3%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2007      Region:  Rohrbach 413;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41301-AFIESL;1;0;41,7%;2;-1;-31,3%;3;0;-11,4%
41302-AHORN;1;0;0,0%;1;-3;-68,2%;2;-3;-50,8%
41303-AIGEN IM MUEHLKREIS;20;5;36,8%;23;-2;-6,2%;43;4;9,9%
41304-ALTENFELDEN;11;-1;-11,8%;14;-3;-15,4%;24;-4;-13,9%
41305-ARNREIT;5;-1;-14,7%;10;1;10,4%;15;0;0,6%
41306-ATZESBERG;1;-2;-68,6%;3;-1;-28,6%;4;-3;-45,2%
41307-AUBERG;4;1;32,4%;2;-2;-52,5%;5;-1;-13,5%
41308-BERG BEI ROHRBACH;14;-5;-24,8%;13;-5;-28,7%;27;-10;-26,7%
41309-HASLACH AN DER MUEHL;15;0;2,9%;14;0;-2,9%;29;0;0,0%
41310-HELFENBERG;3;-1;-30,9%;6;-1;-16,7%;9;-3;-22,1%
41311-HOERBICH;3;1;53,8%;3;-1;-20,9%;6;0;7,2%
41312-HOFKIRCHEN IM MUEHLKREIS;14;3;30,7%;12;0;-0,7%;26;3;13,9%
41313-JULBACH;10;0;-1,7%;16;-2;-9,3%;26;-2;-6,6%
41314-KIRCHBERG OB DER DONAU;7;-1;-6,7%;10;-1;-4,8%;17;-1;-5,6%
41315-KLAFFER;12;-2;-14,3%;18;-2;-9,7%;29;-4;-11,6%
41316-KLEINZELL IM MUEHLKREIS;6;0;-5,1%;9;-3;-24,5%;15;-3;-17,4%
41317-KOLLERSCHLAG;6;-3;-32,1%;11;-3;-22,7%;17;-6;-26,4%
41318-LEMBACH IM MUEHLKREIS;9;-4;-31,4%;16;-3;-13,4%;25;-7;-20,9%
41319-LICHTENAU IM MUEHLKREIS;2;0;18,2%;3;1;32,0%;5;1;25,5%
41320-NEBELBERG;3;1;20,6%;5;2;58,8%;8;2;39,7%
41321-NEUFELDEN;8;1;15,1%;10;1;12,7%;19;2;13,8%
41322-NIEDERKAPPEL;8;2;40,3%;6;-2;-22,4%;14;0;3,0%
41323-NIEDERWALDKIRCHEN;12;5;65,5%;11;-2;-14,6%;23;3;13,3%
41324-OBERKAPPEL;2;-3;-60,3%;7;-1;-6,3%;9;-3;-26,8%
41325-OEPPING;8;-4;-32,6%;16;-3;-16,9%;23;-7;-22,8%
41326-PEILSTEIN IM MUEHLVIERTEL;8;-1;-7,4%;11;-1;-11,9%;19;-2;-10,0%
41327-PFARRKIRCHEN IM MUEHLKREIS;11;1;13,4%;11;-2;-17,5%;21;-1;-4,5%
41328-PUTZLEINSDORF;10;-2;-12,9%;8;-4;-30,8%;19;-5;-22,1%
41329-NEUSTIFT IM MUEHLKREIS;9;0;0,9%;13;0;0,0%;22;0;0,4%
41330-ROHRBACH IN OBEROESTERREICH;15;-2;-9,4%;24;-2;-8,4%;39;-4;-8,8%
41331-SANKT JOHANN AM WIMBERG;5;1;33,3%;6;1;14,5%;11;2;22,1%
41332-SANKT MARTIN IM MUEHLKREIS;26;4;17,1%;21;-9;-29,6%;47;-5;-9,9%
41333-SANKT OSWALD BEI HASLACH;2;-1;-36,6%;6;-1;-12,7%;8;-2;-20,8%
41334-SANKT PETER AM WIMBERG;9;2;20,9%;7;-5;-43,6%;16;-4;-20,0%
41335-SANKT STEFAN AM WALDE;3;-2;-42,6%;4;0;4,7%;6;-2;-21,6%
41336-SANKT ULRICH IM MUEHLKREIS;3;2;244,4%;3;-2;-33,9%;6;0;2,9%
41337-SANKT VEIT IM MUEHLKREIS;5;2;70,3%;4;-4;-51,0%;9;-2;-18,7%
41338-SARLEINSBACH;12;0;0,7%;15;-2;-13,6%;27;-2;-7,9%
41339-SCHLAEGL;7;-2;-25,2%;8;-6;-42,4%;15;-8;-35,8%
41340-SCHOENEGG;1;0;-6,2%;3;-2;-37,7%;4;-2;-31,2%
41341-SCHWARZENBERG IM MUEHLKREIS;4;-1;-14,0%;8;-2;-17,8%;12;-2;-16,7%
41342-ULRICHSBERG;20;-3;-12,2%;43;4;9,2%;64;1;1,3%
Gesamt;333;-7;-2,2%;437;-71;-13,9%;771;-78;-9,2%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2007      Region:  Schärding 414;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41401-ALTSCHWENDT;3;0;2,5%;5;-2;-27,8%;8;-2;-17,6%
41402-ANDORF;46;-2;-3,5%;63;-14;-18,2%;109;-16;-12,6%
41403-BRUNNENTHAL;17;-6;-26,1%;18;1;7,0%;35;-5;-12,1%
41404-DIERSBACH;12;-1;-10,2%;15;-4;-22,3%;26;-6;-17,3%
41405-DORF AN DER PRAM;6;0;0,0%;6;-1;-8,4%;12;-1;-4,7%
41406-EGGERDING;14;0;-1,2%;11;-3;-21,9%;25;-3;-11,6%
41407-ENGELHARTSZELL;7;-1;-11,5%;6;-4;-35,8%;14;-5;-25,0%
41408-ENZENKIRCHEN;11;-1;-8,2%;23;-6;-19,5%;34;-7;-16,1%
41409-ESTERNBERG;14;-4;-22,3%;23;-1;-4,2%;37;-5;-11,8%
41410-FREINBERG;12;-1;-6,8%;8;-4;-32,4%;19;-5;-19,2%
41411-KOPFING IM INNKREIS;15;0;-1,7%;25;-8;-23,2%;40;-8;-16,5%
41412-MAYRHOF;1;0;-26,3%;3;0;6,3%;4;0;-5,9%
41413-MUENZKIRCHEN;18;-3;-15,6%;28;-4;-12,2%;46;-7;-13,6%
41414-RAAB;19;-7;-25,8%;31;-7;-19,4%;50;-14;-22,0%
41415-RAINBACH IM INNKREIS;12;0;-2,0%;13;-2;-15,2%;25;-3;-9,1%
41416-RIEDAU;21;-7;-24,7%;23;0;-1,4%;44;-7;-14,3%
41417-SANKT AEGIDI;13;-1;-8,2%;19;-2;-11,1%;32;-4;-10,0%
41418-SANKT FLORIAN AM INN;35;-1;-1,4%;32;-9;-20,9%;67;-9;-11,8%
41419-SANKT MARIENKIRCHEN BEI SCHAERDING;17;0;0,0%;16;-3;-14,7%;33;-3;-7,7%
41420-SANKT ROMAN;11;1;9,7%;11;-4;-26,9%;22;-3;-11,7%
41421-SANKT WILLIBALD;8;-1;-10,7%;15;-2;-11,2%;23;-3;-11,0%
41422-SCHAERDING;67;0;0,3%;70;-15;-17,9%;137;-15;-10,0%
41423-SCHARDENBERG;15;-2;-9,3%;16;-6;-27,1%;30;-7;-19,4%
41424-SIGHARTING;7;0;-3,6%;11;-2;-11,8%;18;-2;-8,9%
41425-SUBEN;12;3;27,7%;10;-4;-28,3%;22;-2;-6,3%
41426-TAUFKIRCHEN AN DER PRAM;28;-12;-28,9%;36;-15;-29,7%;65;-27;-29,4%
41427-VICHTENSTEIN;5;-5;-51,2%;13;-1;-4,3%;18;-6;-24,9%
41428-WALDKIRCHEN AM WESEN;9;-1;-10,6%;10;-2;-18,8%;19;-3;-15,0%
41429-WERNSTEIN AM INN;11;-1;-8,6%;10;-1;-9,9%;20;-2;-9,3%
41430-ZELL AN DER PRAM;21;3;16,8%;21;-3;-10,9%;43;1;1,2%
Gesamt;487;-51;-9,4%;590;-126;-17,5%;1.077;-176;-14,1%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2007      Region:  Steyr 415;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40201-STEYR;570;-112;-16,4%;638;-157;-19,7%;1.208;-268;-18,2%
41501-ADLWANG;11;1;11,1%;9;-3;-27,0%;20;-2;-10,2%
41502-ASCHACH AN DER STEYR;18;-1;-3,5%;14;-4;-23,8%;32;-5;-13,3%
41503-BAD HALL;58;-8;-11,5%;56;-8;-12,8%;114;-16;-12,1%
41504-DIETACH;16;-3;-15,4%;15;-4;-19,8%;30;-7;-17,6%
41505-GAFLENZ;9;-6;-38,5%;8;-4;-33,3%;17;-10;-36,2%
41506-GARSTEN;48;-1;-1,7%;44;-5;-9,9%;92;-6;-5,8%
41507-GROSZRAMING;16;-3;-14,0%;14;-8;-36,5%;30;-10;-25,8%
41508-LAUSSA;9;-3;-22,1%;10;-2;-18,5%;19;-5;-20,2%
41509-LOSENSTEIN;10;-6;-37,6%;10;-5;-32,0%;20;-11;-35,0%
41510-MARIA NEUSTIFT;8;-6;-43,5%;8;-4;-34,3%;15;-10;-39,3%
41511-PFARRKIRCHEN BEI BAD HALL;12;-2;-12,4%;11;0;-2,3%;23;-2;-8,0%
41512-REICHRAMING;10;-7;-40,8%;13;-4;-21,5%;24;-11;-31,3%
41513-ROHR IM KREMSTAL;13;-1;-5,6%;10;0;-1,6%;23;-1;-3,9%
41514-SANKT ULRICH BEI STEYR;15;-4;-19,5%;11;-7;-37,9%;27;-11;-28,5%
41515-SCHIEDLBERG;5;-3;-34,7%;9;-2;-15,5%;14;-5;-23,8%
41516-SIERNING;76;-2;-3,0%;81;-19;-18,7%;157;-21;-11,8%
41517-TERNBERG;29;-8;-21,6%;25;-8;-24,6%;55;-16;-23,0%
41518-WALDNEUKIRCHEN;14;-4;-23,4%;12;-7;-37,9%;26;-12;-30,8%
41519-WEYER LAND;9;-20;-69,6%;11;-19;-63,2%;20;-39;-66,3%
41520-WEYER MARKT;5;-10;-67,8%;4;-9;-70,3%;8;-19;-68,9%
41521-WOLFERN;22;-7;-24,2%;14;-9;-38,6%;35;-16;-30,4%
41522-WEYER;21;21;/0;20;20;/0;41;41;/0
Gesamt;1.005;-192;-16,0%;1.046;-266;-20,3%;2.051;-458;-18,3%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2007      Region:  Vöcklabruck 418;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41701-AMPFLWANG IM HAUSRUCKWALD;39;0;0,2%;34;-7;-16,8%;74;-7;-8,5%
41702-ATTERSEE;13;-1;-5,5%;12;0;0,7%;24;-1;-2,7%
41703-ATTNANG-PUCHHEIM;118;-13;-9,8%;117;-36;-23,5%;235;-49;-17,2%
41704-ATZBACH;7;1;17,3%;5;-2;-30,1%;12;-1;-7,6%
41705-AURACH AM HONGAR;11;-3;-21,1%;6;-3;-33,3%;17;-6;-26,1%
41706-BERG IM ATTERGAU;4;1;38,7%;3;0;-5,3%;7;1;14,5%
41707-DESSELBRUNN;8;0;5,2%;9;-3;-26,4%;17;-3;-13,8%
41708-FORNACH;7;-1;-7,7%;5;1;32,6%;12;1;5,8%
41709-FRANKENBURG AM HAUSRUCK;34;-6;-15,1%;28;-12;-29,8%;62;-18;-22,5%
41710-FRANKENMARKT;32;-4;-9,9%;26;-7;-22,3%;58;-11;-15,9%
41711-GAMPERN;15;-3;-17,1%;11;-4;-28,0%;26;-7;-22,3%
41712-INNERSCHWAND;7;3;81,4%;5;-1;-10,0%;11;2;28,2%
41713-LENZING;47;-10;-18,1%;36;-16;-29,9%;84;-26;-23,7%
41714-MANNING;3;0;-9,5%;2;1;93,3%;6;1;17,5%
41715-MONDSEE;52;-2;-3,7%;38;-4;-8,9%;90;-6;-5,9%
41716-NEUKIRCHEN AN DER VOECKLA;14;-4;-21,4%;11;-7;-40,7%;24;-11;-31,2%
41717-NIEDERTHALHEIM;5;1;19,1%;5;-1;-16,7%;10;0;-2,5%
41718-NUSZDORF AM ATTERSEE;6;0;6,9%;5;-2;-29,7%;12;-2;-13,5%
41719-OBERHOFEN AM IRRSEE;7;-2;-18,0%;9;-1;-10,4%;16;-3;-13,8%
41720-OBERNDORF BEI SCHWANENSTADT;9;-1;-9,6%;10;0;-1,6%;19;-1;-5,4%
41721-OBERWANG;7;-2;-19,6%;7;-4;-34,4%;14;-5;-28,1%
41722-OTTNANG AM HAUSRUCK;29;-10;-25,2%;29;-11;-27,0%;58;-20;-26,1%
41723-PFAFFING;5;-3;-37,4%;4;-1;-25,9%;8;-4;-32,9%
41724-PILSBACH;2;-2;-53,3%;2;-3;-66,1%;3;-5;-60,6%
41725-PITZENBERG;4;2;95,5%;2;0;-10,0%;5;2;45,2%
41726-POENDORF;14;1;5,2%;12;-5;-27,8%;25;-4;-13,4%
41727-PUCHKIRCHEN AM TRATTBERG;5;-1;-21,5%;6;-1;-18,1%;11;-3;-19,8%
41728-PUEHRET;2;1;72,7%;1;-2;-58,5%;3;-1;-30,8%
41729-REDLEITEN;2;1;100,0%;2;-1;-29,0%;4;0;11,1%
41730-REDLHAM;8;1;23,0%;7;2;39,0%;14;3;30,1%
41731-REGAU;41;-7;-15,3%;36;-11;-24,0%;77;-19;-19,6%
41732-RUESTORF;12;-1;-9,8%;10;0;0,8%;22;-1;-5,1%
41733-RUTZENHAM;2;0;-3,8%;1;0;10,0%;3;0;0,0%
41734-SANKT GEORGEN IM ATTERGAU;41;-2;-4,2%;32;-10;-24,3%;74;-12;-14,2%
41735-SANKT LORENZ;8;1;6,7%;9;-5;-33,1%;17;-4;-19,3%
41736-SCHLATT;10;0;-3,1%;9;-1;-13,3%;19;-2;-8,1%
41737-SCHOERFLING AM ATTERSEE;19;-6;-25,2%;23;-2;-8,5%;41;-8;-16,9%
41738-SCHWANENSTADT;61;-7;-10,1%;58;-12;-16,8%;120;-19;-13,5%
41739-SEEWALCHEN AM ATTERSEE;37;2;4,8%;30;-8;-21,3%;67;-7;-8,9%
41740-STEINBACH AM ATTERSEE;6;-3;-29,0%;4;-3;-39,5%;10;-5;-33,3%
41741-STRASZ IM ATTERGAU;8;-4;-32,6%;5;-3;-40,0%;13;-7;-35,7%
41742-TIEFGRABEN;10;-1;-8,6%;11;-3;-21,3%;21;-4;-15,8%
41743-TIMELKAM;53;-2;-3,8%;34;-13;-27,1%;87;-15;-14,5%
41744-UNGENACH;11;-2;-13,8%;5;-5;-47,2%;17;-7;-28,4%
41745-UNTERACH AM ATTERSEE;8;-3;-25,4%;9;-4;-29,1%;17;-6;-27,4%
41746-VOECKLABRUCK;104;-19;-15,7%;123;-24;-16,3%;226;-43;-16,0%
41747-VOECKLAMARKT;35;-7;-16,6%;32;-13;-28,4%;67;-20;-22,7%
41748-WEISZENKIRCHEN IM ATTERGAU;5;0;3,7%;3;-2;-40,4%;7;-2;-17,9%
41749-WEYREGG AM ATTERSEE;8;0;4,4%;8;-1;-13,9%;16;-1;-5,5%
41750-WOLFSEGG AM HAUSRUCK;14;0;2,5%;14;-3;-14,9%;28;-2;-7,1%
41751-ZELL AM MOOS;10;2;26,1%;12;-2;-15,3%;21;0;-0,4%
41752-ZELL AM PETTENFIRST;6;-2;-25,5%;7;-1;-6,7%;13;-3;-16,3%
Gesamt;1.020;-116;-10,2%;923;-254;-21,6%;1.943;-370;-16,0%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2007      Region:  Wels 419;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40301-WELS;639;-78;-10,9%;819;-124;-13,2%;1.458;-202;-12,2%
41801-AICHKIRCHEN;1;-1;-34,8%;3;-1;-22,4%;4;-2;-26,4%
41802-BACHMANNING;4;-1;-14,5%;3;-3;-57,1%;7;-4;-37,1%
41803-BAD WIMSBACH-NEYDHARTING;12;3;25,2%;18;-9;-32,2%;31;-6;-16,7%
41804-BUCHKIRCHEN;25;2;7,0%;17;-6;-27,4%;42;-5;-10,0%
41805-EBERSTALZELL;12;-2;-15,2%;10;-5;-32,8%;22;-7;-24,5%
41806-EDT BEI LAMBACH;13;0;1,3%;8;-2;-17,9%;21;-2;-7,3%
41807-FISCHLHAM;9;2;38,7%;5;-4;-42,3%;14;-2;-9,7%
41808-GUNSKIRCHEN;42;3;6,3%;24;-8;-24,3%;66;-5;-7,4%
41809-HOLZHAUSEN;4;-1;-14,3%;5;-2;-30,8%;9;-3;-25,0%
41810-KRENGLBACH;17;-3;-14,6%;20;6;40,0%;37;3;8,0%
41811-LAMBACH;33;-3;-8,7%;39;-10;-20,4%;72;-13;-15,4%
41812-MARCHTRENK;86;-19;-18,2%;102;-24;-19,3%;189;-44;-18,8%
41813-NEUKIRCHEN BEI LAMBACH;3;-3;-50,6%;3;-1;-26,7%;6;-4;-42,1%
41814-OFFENHAUSEN;9;-5;-34,1%;11;-2;-13,7%;20;-7;-24,7%
41815-PENNEWANG;5;-2;-28,9%;3;0;11,1%;8;-2;-16,1%
41816-PICHL BEI WELS;17;-2;-12,6%;15;0;-1,6%;32;-3;-7,7%
41817-SATTLEDT;13;-1;-8,4%;12;-2;-15,9%;25;-4;-12,2%
41818-SCHLEISZHEIM;6;0;-6,5%;6;0;6,0%;12;0;-0,7%
41819-SIPBACHZELL;14;2;14,4%;15;-3;-16,7%;29;-1;-4,4%
41820-STADL-PAURA;53;-7;-11,5%;56;-12;-17,2%;109;-19;-14,5%
41821-STEINERKIRCHEN AN DER TRAUN;8;-5;-36,2%;10;-4;-26,2%;18;-8;-30,9%
41822-STEINHAUS;6;0;-1,3%;8;-5;-37,2%;14;-5;-24,8%
41823-THALHEIM BEI WELS;43;6;14,5%;37;0;0,7%;81;6;7,7%
41824-WEISZKIRCHEN AN DER TRAUN;20;-1;-2,5%;17;-3;-15,0%;36;-3;-8,6%
Gesamt;1.095;-117;-9,6%;1.270;-222;-14,9%;2.365;-339;-12,5%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2007      Region:  Traun (mit ZWS) 421;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41001-ALLHAMING;17;-6;-27,9%;15;-6;-26,9%;32;-12;-27,4%
41002-ANSFELDEN;142;-21;-13,1%;188;-34;-15,5%;330;-56;-14,5%
41003-ASTEN;53;6;11,7%;44;-15;-25,7%;97;-10;-9,0%
41004-EGGENDORF IM TRAUNKREIS;4;0;-4,1%;3;-3;-51,4%;7;-3;-32,2%
41005-ENNS;78;-7;-8,7%;102;-11;-10,1%;180;-19;-9,5%
41006-HARGELSBERG;5;-1;-21,5%;2;-2;-53,1%;7;-4;-33,6%
41007-HOERSCHING;39;-3;-6,9%;44;-18;-28,6%;84;-21;-19,9%
41008-HOFKIRCHEN IM TRAUNKREIS;6;-1;-9,5%;9;-2;-19,4%;15;-3;-15,5%
41009-KEMATEN AN DER KREMS;15;-3;-15,6%;17;-4;-18,0%;32;-6;-16,8%
41010-KIRCHBERG-THENING;10;0;-4,2%;10;-2;-13,3%;20;-2;-9,1%
41011-KRONSTORF;21;-1;-5,7%;20;-4;-15,1%;41;-5;-10,6%
41012-LEONDING;147;-26;-15,0%;181;-31;-14,7%;328;-57;-14,8%
41013-MARKT SANKT FLORIAN;26;-2;-7,4%;23;-2;-7,4%;49;-4;-7,4%
41014-NEUHOFEN AN DER KREMS;35;1;1,4%;34;-11;-25,1%;69;-11;-13,6%
41015-NIEDERNEUKIRCHEN;10;0;-3,4%;9;2;32,9%;19;2;11,5%
41016-OFTERING;10;-2;-17,8%;8;-4;-31,2%;18;-6;-24,1%
41017-PASCHING;42;-8;-16,4%;45;-10;-18,5%;87;-19;-17,5%
41018-PIBERBACH;9;-6;-42,0%;8;-5;-38,7%;17;-11;-40,5%
41019-PUCKING;19;-6;-22,9%;22;-6;-21,0%;41;-11;-21,9%
41020-SANKT MARIEN;21;-3;-13,9%;22;-5;-17,9%;43;-8;-16,0%
41021-TRAUN;236;-51;-17,8%;315;-70;-18,2%;551;-121;-18,0%
41022-WILHERING;24;-6;-20,5%;30;1;3,5%;54;-5;-8,9%
Gesamt;970;-150;-13,4%;1.150;-242;-17,4%;2.120;-392;-15,6%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
