;Arbeitslosigkeit;;;;;;;;
41227-SANKT MARIENKIRCHEN AM HAUSRUCK;8;2;26,3%;7;1;23,4%;15;3;25,0%
41228-SANKT MARTIN IM INNKREIS;16;1;6,1%;21;6;34,7%;37;6;20,8%
41229-SCHILDORN;8;1;17,5%;10;0;-0,8%;18;1;6,4%
41230-SENFTENBACH;5;-2;-32,6%;9;0;0,0%;14;-2;-14,4%
41231-TAISKIRCHEN IM INNKREIS;16;-1;-6,9%;22;-2;-8,0%;38;-3;-7,5%
41232-TUMELTSHAM;12;4;44,3%;8;-3;-25,6%;20;1;3,9%
41233-UTZENAICH;9;1;6,6%;14;4;39,8%;23;5;24,1%
41234-WALDZELL;16;-6;-27,7%;30;6;24,7%;46;0;-0,2%
41235-WEILBACH;6;0;0,0%;5;1;25,5%;11;1;10,5%
41236-WIPPENHAM;3;-3;-48,4%;6;2;48,9%;9;-1;-7,2%
Gesamt;549;63;12,9%;668;67;11,1%;1.217;130;11,9%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2005      Region:  Rohrbach 413;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41301-AFIESL;1;0;42,9%;3;2;111,8%;4;2;91,7%
41302-AHORN;1;0;15,4%;4;1;15,8%;5;1;15,7%
41303-AIGEN IM MUEHLKREIS;17;1;4,0%;25;6;28,0%;42;6;17,0%
41304-ALTENFELDEN;12;5;64,4%;17;3;18,3%;29;7;34,0%
41305-ARNREIT;8;2;31,9%;9;2;29,1%;17;4;30,4%
41306-ATZESBERG;4;0;-6,7%;3;-1;-17,4%;7;-1;-12,1%
41307-AUBERG;4;2;152,9%;3;1;26,9%;6;3;76,7%
41308-BERG BEI ROHRBACH;17;4;32,5%;22;6;40,7%;39;11;37,1%
41309-HASLACH AN DER MUEHL;18;6;44,1%;19;6;41,3%;37;11;42,6%
41310-HELFENBERG;9;5;135,4%;10;1;8,2%;19;6;46,8%
41311-HOERBICH;2;0;-12,5%;3;1;42,9%;5;1;17,3%
41312-HOFKIRCHEN IM MUEHLKREIS;11;1;9,1%;13;0;-3,0%;24;1;2,1%
41313-JULBACH;12;3;27,9%;20;2;13,9%;32;5;18,8%
41314-KIRCHBERG OB DER DONAU;10;4;53,2%;11;0;-3,8%;21;3;17,6%
41315-KLAFFER;13;4;51,5%;18;3;16,4%;30;7;28,7%
41316-KLEINZELL IM MUEHLKREIS;9;4;90,7%;7;-3;-28,2%;16;1;9,4%
41317-KOLLERSCHLAG;12;3;35,3%;15;2;15,5%;26;5;23,3%
41318-LEMBACH IM MUEHLKREIS;14;4;45,2%;18;1;8,8%;31;6;22,4%
41319-LICHTENAU IM MUEHLKREIS;3;2;117,6%;3;0;-7,9%;6;1;30,9%
41320-NEBELBERG;2;1;52,6%;3;0;-7,9%;5;1;12,3%
41321-NEUFELDEN;11;4;54,2%;10;-1;-5,4%;21;3;17,9%
41322-NIEDERKAPPEL;5;1;11,3%;9;2;21,2%;14;2;17,4%
41323-NIEDERWALDKIRCHEN;8;3;48,5%;12;3;30,7%;21;6;37,2%
41324-OBERKAPPEL;4;2;79,2%;10;2;26,6%;14;4;37,3%
41325-OEPPING;8;2;32,9%;18;3;21,1%;26;5;24,4%
41326-PEILSTEIN IM MUEHLVIERTEL;9;2;20,9%;14;3;26,7%;23;4;24,4%
41327-PFARRKIRCHEN IM MUEHLKREIS;6;-3;-29,1%;11;-1;-5,0%;17;-3;-15,3%
41328-PUTZLEINSDORF;10;2;18,0%;14;4;35,5%;24;5;27,7%
41329-NEUSTIFT IM MUEHLKREIS;11;1;11,5%;14;2;14,1%;25;3;12,9%
41330-ROHRBACH IN OBEROESTERREICH;20;6;46,6%;26;7;38,3%;45;13;41,8%
41331-SANKT JOHANN AM WIMBERG;6;1;32,0%;4;0;-8,5%;9;1;12,4%
41332-SANKT MARTIN IM MUEHLKREIS;22;4;22,9%;29;4;17,1%;50;8;19,5%
41333-SANKT OSWALD BEI HASLACH;2;-1;-40,5%;5;0;0,0%;7;-1;-16,0%
41334-SANKT PETER AM WIMBERG;7;2;45,9%;10;1;8,6%;17;3;22,3%
41335-SANKT STEFAN AM WALDE;4;2;88,9%;5;1;20,8%;9;3;45,3%
41336-SANKT ULRICH IM MUEHLKREIS;2;1;30,0%;5;1;23,9%;7;1;25,8%
41337-SANKT VEIT IM MUEHLKREIS;5;0;7,1%;7;0;-2,5%;12;0;1,5%
41338-SARLEINSBACH;18;5;32,9%;18;1;4,5%;36;5;17,3%
41339-SCHLAEGL;8;2;40,0%;10;1;9,9%;18;3;21,0%
41340-SCHOENEGG;2;0;-18,2%;4;0;-8,0%;5;-1;-11,1%
41341-SCHWARZENBERG IM MUEHLKREIS;6;3;79,1%;12;4;47,4%;18;7;57,1%
41342-ULRICHSBERG;28;7;36,1%;36;2;6,5%;63;10;17,7%
Gesamt;377;93;32,8%;504;67;15,4%;881;161;22,3%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2005      Region:  Schärding 414;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41401-ALTSCHWENDT;4;-2;-39,2%;8;2;25,0%;11;-1;-7,5%
41402-ANDORF;50;6;14,6%;72;10;15,3%;121;16;15,0%
41403-BRUNNENTHAL;18;6;45,3%;20;-2;-10,4%;38;3;9,5%
41404-DIERSBACH;12;0;-3,3%;19;1;8,2%;31;1;3,3%
41405-DORF AN DER PRAM;7;0;2,5%;8;0;5,6%;15;1;4,2%
41406-EGGERDING;15;3;21,2%;14;1;4,3%;29;3;12,5%
41407-ENGELHARTSZELL;10;0;-3,9%;10;0;-0,8%;21;-1;-2,4%
41408-ENZENKIRCHEN;10;-4;-29,9%;28;0;0,6%;38;-4;-9,8%
41409-ESTERNBERG;19;1;4,0%;26;2;7,2%;46;3;5,8%
41410-FREINBERG;10;3;37,9%;12;2;14,4%;22;4;24,1%
41411-KOPFING IM INNKREIS;14;2;16,9%;36;7;22,9%;50;9;21,2%
41412-MAYRHOF;2;0;20,0%;2;0;-13,3%;4;0;-2,2%
41413-MUENZKIRCHEN;17;0;-1,4%;35;0;1,2%;53;0;0,3%
41414-RAAB;24;0;-1,4%;39;3;8,1%;63;3;4,3%
41415-RAINBACH IM INNKREIS;15;4;40,2%;17;1;4,5%;33;5;18,7%
41416-RIEDAU;25;1;5,2%;27;2;7,0%;52;3;6,2%
41417-SANKT AEGIDI;14;-1;-6,6%;21;3;15,3%;35;2;5,5%
41418-SANKT FLORIAN AM INN;32;6;23,5%;44;12;39,1%;76;18;32,2%
41419-SANKT MARIENKIRCHEN BEI SCHAERDING;13;-1;-5,9%;18;-1;-3,5%;32;-2;-4,5%
41420-SANKT ROMAN;13;-1;-8,3%;16;2;12,6%;29;1;2,3%
41421-SANKT WILLIBALD;8;2;34,7%;17;2;16,1%;26;5;21,4%
41422-SCHAERDING;65;3;4,1%;94;9;10,3%;160;11;7,7%
41423-SCHARDENBERG;21;4;26,0%;23;2;11,4%;44;7;18,0%
41424-SIGHARTING;7;-1;-17,2%;13;-1;-7,8%;20;-3;-11,3%
41425-SUBEN;11;-1;-6,9%;13;0;3,2%;24;0;-1,7%
41426-TAUFKIRCHEN AN DER PRAM;36;7;24,4%;51;6;12,0%;87;13;16,8%
41427-VICHTENSTEIN;8;-1;-12,3%;14;2;16,9%;22;1;4,7%
41428-WALDKIRCHEN AM WESEN;10;-1;-5,4%;10;0;-3,2%;20;-1;-4,3%
41429-WERNSTEIN AM INN;17;2;13,7%;11;2;25,9%;28;4;18,4%
41430-ZELL AN DER PRAM;17;0;2,0%;24;4;19,7%;41;4;11,7%
Gesamt;526;37;7,5%;746;70;10,4%;1.271;107;9,2%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2005      Region:  Steyr 415;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40201-STEYR;706;72;11,4%;900;106;13,4%;1.606;178;12,5%
41501-ADLWANG;10;1;11,1%;11;0;0,0%;21;1;5,0%
41502-ASCHACH AN DER STEYR;14;-5;-25,3%;17;4;28,3%;31;-1;-3,1%
41503-BAD HALL;67;-1;-1,6%;70;3;4,8%;137;2;1,5%
41504-DIETACH;20;2;13,7%;21;2;13,4%;41;5;13,5%
41505-GAFLENZ;17;6;47,8%;13;2;18,3%;30;8;33,5%
41506-GARSTEN;57;5;9,2%;54;3;6,3%;110;8;7,7%
41507-GROSZRAMING;21;3;16,4%;24;1;3,3%;45;4;9,1%
41508-LAUSSA;13;3;35,7%;13;-1;-7,8%;25;2;9,7%
41509-LOSENSTEIN;16;4;37,3%;16;2;12,0%;33;6;23,3%
41510-MARIA NEUSTIFT;14;1;5,0%;9;0;2,0%;22;1;3,9%
41511-PFARRKIRCHEN BEI BAD HALL;9;3;39,7%;14;4;33,6%;23;6;35,9%
41512-REICHRAMING;17;-1;-7,7%;26;12;90,8%;43;11;34,2%
41513-ROHR IM KREMSTAL;16;3;26,1%;14;1;3,8%;30;4;14,8%
41514-SANKT ULRICH BEI STEYR;23;10;75,8%;20;7;49,7%;43;17;62,7%
41515-SCHIEDLBERG;8;2;30,6%;10;2;26,5%;18;4;28,2%
41516-SIERNING;80;-7;-8,2%;95;12;15,0%;174;5;3,1%
41517-TERNBERG;34;5;16,7%;35;9;32,0%;69;13;24,0%
41518-WALDNEUKIRCHEN;16;2;15,2%;18;3;18,9%;34;5;17,1%
41519-WEYER LAND;32;3;8,6%;34;10;42,4%;66;13;23,8%
41520-WEYER MARKT;16;0;-0,5%;15;-6;-29,2%;30;-6;-16,9%
41521-WOLFERN;26;1;2,3%;15;0;-2,7%;41;0;0,4%
Gesamt;1.232;110;9,8%;1.442;175;13,8%;2.673;285;12,0%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2005      Region:  Vöcklabruck 418;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41701-AMPFLWANG IM HAUSRUCKWALD;35;-3;-8,5%;44;4;10,3%;79;1;1,1%
41702-ATTERSEE;13;-5;-28,3%;14;-1;-5,8%;27;-6;-18,4%
41703-ATTNANG-PUCHHEIM;126;3;2,6%;153;4;2,6%;279;7;2,6%
41704-ATZBACH;7;-1;-13,9%;9;1;11,2%;16;0;-1,5%
41705-AURACH AM HONGAR;15;3;26,6%;11;1;10,8%;26;4;19,3%
41706-BERG IM ATTERGAU;5;0;1,6%;3;0;2,7%;8;0;2,0%
41707-DESSELBRUNN;14;6;71,6%;13;2;13,1%;27;7;37,1%
41708-FORNACH;8;0;4,1%;8;2;37,9%;16;2;17,8%
41709-FRANKENBURG AM HAUSRUCK;37;2;7,0%;45;0;-0,7%;82;2;2,6%
41710-FRANKENMARKT;37;2;7,0%;43;3;6,8%;80;5;6,9%
41711-GAMPERN;15;-3;-18,6%;18;1;8,2%;33;-2;-6,0%
41712-INNERSCHWAND;7;2;29,0%;6;1;26,7%;13;3;27,9%
41713-LENZING;56;4;8,1%;47;1;2,0%;103;5;5,2%
41714-MANNING;4;1;14,0%;4;0;7,1%;8;1;10,6%
41715-MONDSEE;49;0;0,5%;47;-3;-5,4%;96;-2;-2,5%
41716-NEUKIRCHEN AN DER VOECKLA;19;1;2,7%;16;2;13,4%;35;2;7,4%
41717-NIEDERTHALHEIM;5;2;41,3%;7;0;3,9%;12;2;18,0%
41718-NUSZDORF AM ATTERSEE;5;-1;-18,7%;8;0;-3,0%;13;-1;-9,7%
41719-OBERHOFEN AM IRRSEE;9;0;4,7%;12;2;24,1%;21;3;14,6%
41720-OBERNDORF BEI SCHWANENSTADT;9;2;25,3%;11;3;37,4%;20;5;31,9%
41721-OBERWANG;7;-1;-13,3%;13;-1;-3,7%;20;-2;-7,3%
41722-OTTNANG AM HAUSRUCK;36;8;27,2%;43;7;18,1%;79;14;22,1%
41723-PFAFFING;7;-2;-24,0%;4;-1;-26,2%;10;-3;-24,8%
41724-PILSBACH;5;4;226,3%;6;5;322,2%;12;8;273,0%
41725-PITZENBERG;2;0;-7,7%;2;0;-13,3%;4;-1;-10,7%
41726-POENDORF;11;-1;-9,9%;19;4;26,1%;30;3;9,5%
41727-PUCHKIRCHEN AM TRATTBERG;4;-2;-29,0%;5;1;12,1%;10;-1;-10,2%
41728-PUEHRET;1;-1;-28,6%;2;1;31,6%;3;0;0,0%
41729-REDLEITEN;1;-2;-57,1%;2;1;60,0%;3;-1;-22,0%
41730-REDLHAM;5;-2;-26,0%;6;-1;-17,4%;11;-3;-21,2%
41731-REGAU;45;0;-0,6%;53;-1;-1,6%;98;-1;-1,1%
41732-RUESTORF;15;0;2,3%;11;1;7,1%;26;1;4,4%
41733-RUTZENHAM;2;1;266,7%;1;0;71,4%;3;2;161,5%
41734-SANKT GEORGEN IM ATTERGAU;44;2;5,4%;49;-3;-5,3%;94;-1;-0,5%
41735-SANKT LORENZ;9;2;24,4%;14;0;-1,7%;23;1;6,7%
41736-SCHLATT;10;1;16,5%;10;-1;-10,7%;20;0;1,3%
41737-SCHOERFLING AM ATTERSEE;27;-1;-3,5%;31;1;2,8%;58;0;-0,3%
41738-SCHWANENSTADT;74;0;-0,6%;77;7;9,4%;151;6;4,3%
41739-SEEWALCHEN AM ATTERSEE;41;-1;-2,8%;46;4;8,5%;87;2;2,9%
41740-STEINBACH AM ATTERSEE;7;-1;-12,2%;6;1;10,8%;13;0;-2,6%
41741-STRASZ IM ATTERGAU;11;3;38,9%;10;2;31,5%;21;5;35,3%
41742-TIEFGRABEN;10;-2;-16,8%;16;-2;-8,7%;26;-4;-12,0%
41743-TIMELKAM;59;6;10,7%;53;-7;-11,8%;112;-1;-1,2%
41744-UNGENACH;13;2;16,5%;12;2;19,8%;25;4;18,1%
41745-UNTERACH AM ATTERSEE;11;2;24,8%;11;-3;-21,0%;22;-1;-2,6%
41746-VOECKLABRUCK;120;-2;-1,3%;150;7;4,8%;270;5;2,0%
41747-VOECKLAMARKT;36;-9;-19,2%;44;-6;-12,1%;80;-15;-15,4%
41748-WEISZENKIRCHEN IM ATTERGAU;5;0;3,8%;5;1;12,0%;9;1;7,8%
41749-WEYREGG AM ATTERSEE;10;-1;-5,7%;12;-1;-6,3%;22;-1;-6,0%
41750-WOLFSEGG AM HAUSRUCK;13;-2;-13,3%;17;3;18,4%;30;1;2,3%
41751-ZELL AM MOOS;15;1;7,6%;15;2;15,9%;31;3;11,6%
41752-ZELL AM PETTENFIRST;8;0;-3,1%;10;2;26,8%;18;2;11,9%
Gesamt;1.139;17;1,5%;1.275;44;3,6%;2.414;62;2,6%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2005      Region:  Wels 419;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40301-WELS;787;-27;-3,3%;1.051;1;0,1%;1.838;-26;-1,4%
41801-AICHKIRCHEN;3;0;12,1%;5;2;40,9%;8;2;28,6%
41802-BACHMANNING;6;0;8,2%;7;0;6,8%;12;1;7,5%
41803-BAD WIMSBACH-NEYDHARTING;17;1;4,7%;24;3;12,5%;41;3;9,1%
41804-BUCHKIRCHEN;26;2;6,5%;23;-7;-22,8%;49;-5;-9,8%
41805-EBERSTALZELL;16;-1;-7,1%;16;-1;-6,9%;32;-2;-7,0%
41806-EDT BEI LAMBACH;13;-4;-22,7%;14;-1;-8,6%;28;-5;-16,0%
41807-FISCHLHAM;10;1;12,8%;7;-1;-9,3%;17;1;3,1%
41808-GUNSKIRCHEN;38;-2;-5,0%;40;2;4,6%;78;0;-0,3%
41809-HOLZHAUSEN;6;-2;-27,2%;5;1;12,7%;11;-2;-12,2%
41810-KRENGLBACH;23;3;15,4%;18;-2;-7,7%;41;2;4,0%
41811-LAMBACH;40;4;10,9%;53;5;10,1%;93;9;10,4%
41812-MARCHTRENK;114;-2;-1,7%;149;6;3,9%;263;4;1,4%
41813-NEUKIRCHEN BEI LAMBACH;6;-2;-25,3%;6;0;-6,6%;12;-2;-17,0%
41814-OFFENHAUSEN;11;-1;-6,3%;14;-1;-7,9%;25;-2;-7,2%
41815-PENNEWANG;5;-3;-34,5%;4;0;-9,4%;9;-3;-25,0%
41816-PICHL BEI WELS;22;-1;-4,0%;16;-2;-10,1%;38;-3;-6,7%
41817-SATTLEDT;18;0;0,9%;19;-1;-6,8%;38;-1;-3,2%
41818-SCHLEISZHEIM;6;-4;-38,8%;6;-2;-23,5%;12;-6;-32,0%
41819-SIPBACHZELL;14;0;-2,8%;13;-1;-5,6%;27;-1;-4,2%
41820-STADL-PAURA;75;8;12,7%;83;17;25,7%;158;25;19,2%
41821-STEINERKIRCHEN AN DER TRAUN;18;-1;-3,7%;18;-4;-17,2%;35;-4;-11,0%
41822-STEINHAUS;13;2;14,8%;10;0;-2,5%;23;1;6,7%
41823-THALHEIM BEI WELS;44;-7;-14,1%;45;-5;-10,1%;89;-12;-12,1%
41824-WEISZKIRCHEN AN DER TRAUN;19;-6;-22,8%;23;0;1,4%;43;-5;-11,1%
Gesamt;1.349;-42;-3,0%;1.671;8;0,5%;3.020;-34;-1,1%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2005      Region:  Traun (mit ZWS) 421;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41001-ALLHAMING;24;16;226,4%;21;11;96,9%;45;27;148,8%
41002-ANSFELDEN;201;16;8,8%;260;13;5,4%;461;30;6,9%
41003-ASTEN;58;1;1,3%;75;5;7,2%;133;6;4,5%
41004-EGGENDORF IM TRAUNKREIS;3;-1;-28,8%;8;2;21,7%;12;0;2,2%
41005-ENNS;99;9;10,0%;133;9;7,4%;231;18;8,5%
41006-HARGELSBERG;9;0;5,1%;6;-1;-9,8%;15;0;-1,7%
41007-HOERSCHING;48;7;16,5%;67;5;7,6%;115;12;11,1%
41008-HOFKIRCHEN IM TRAUNKREIS;10;1;9,3%;10;2;30,5%;20;3;19,2%
41009-KEMATEN AN DER KREMS;20;-3;-11,6%;26;-2;-7,7%;46;-5;-9,4%
41010-KIRCHBERG-THENING;10;1;7,1%;11;-1;-11,1%;21;-1;-3,1%
41011-KRONSTORF;21;-2;-6,9%;30;7;29,0%;51;5;11,1%
41012-LEONDING;182;-4;-2,1%;238;17;7,6%;421;13;3,2%
41013-MARKT SANKT FLORIAN;30;0;1,4%;27;7;35,1%;57;7;14,9%
41014-NEUHOFEN AN DER KREMS;42;-10;-19,4%;57;9;18,5%;98;-1;-1,2%
41015-NIEDERNEUKIRCHEN;11;0;-1,5%;6;0;-2,6%;17;0;-1,9%
41016-OFTERING;13;0;3,3%;12;-4;-26,2%;25;-4;-13,0%
41017-PASCHING;53;4;8,2%;65;8;13,9%;118;12;11,3%
41018-PIBERBACH;16;4;31,0%;15;4;32,1%;31;7;31,5%
41019-PUCKING;26;0;-1,6%;29;0;1,2%;55;0;-0,2%
41020-SANKT MARIEN;33;5;16,4%;30;2;7,3%;62;7;11,9%
41021-TRAUN;332;30;10,0%;446;25;6,0%;779;55;7,7%
41022-WILHERING;30;1;4,1%;30;-5;-14,4%;59;-4;-6,1%
Gesamt;1.269;76;6,4%;1.602;112;7,5%;2.870;188;7,0%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
