;Arbeitslosigkeit;;;;;;;;
41224-REICHERSBERG;14;4;42,2%;11;-1;-4,5%;24;4;17,2%
41225-RIED IM INNKREIS;108;-10;-8,3%;154;2;1,4%;262;-8;-2,9%
41226-SANKT GEORGEN BEI OBERNBERG AM INN;4;-1;-24,2%;3;-1;-29,4%;7;-3;-26,5%
41227-SANKT MARIENKIRCHEN AM HAUSRUCK;6;0;-6,2%;5;1;28,0%;12;1;6,9%
41228-SANKT MARTIN IM INNKREIS;15;-1;-5,7%;16;-2;-11,6%;31;-3;-8,8%
41229-SCHILDORN;7;-1;-11,1%;10;2;17,3%;17;1;4,1%
41230-SENFTENBACH;7;0;0,0%;9;0;4,8%;16;0;2,6%
41231-TAISKIRCHEN IM INNKREIS;17;-1;-3,3%;24;2;7,1%;41;1;2,5%
41232-TUMELTSHAM;8;-3;-23,6%;11;2;17,7%;19;-1;-4,2%
41233-UTZENAICH;9;-2;-17,2%;10;-4;-28,0%;19;-6;-23,3%
41234-WALDZELL;22;7;46,1%;24;0;-1,7%;46;6;16,3%
41235-WEILBACH;6;2;43,1%;4;0;2,0%;10;2;22,8%
41236-WIPPENHAM;5;2;77,8%;4;-2;-31,9%;9;1;5,7%
Gesamt;486;-37;-7,1%;601;-39;-6,1%;1.087;-76;-6,5%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2004      Region:  Rohrbach 413;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41301-AFIESL;1;-2;-73,1%;1;0;0,0%;2;-2;-44,2%
41302-AHORN;1;-1;-40,9%;3;1;26,7%;4;0;-1,9%
41303-AIGEN IM MUEHLKREIS;17;-1;-2,9%;20;2;9,8%;36;1;3,6%
41304-ALTENFELDEN;7;-1;-14,7%;14;0;2,4%;21;-1;-4,1%
41305-ARNREIT;6;1;24,1%;7;-1;-10,4%;13;0;2,6%
41306-ATZESBERG;4;2;66,7%;4;-1;-22,0%;8;0;5,8%
41307-AUBERG;1;0;0,0%;2;-1;-38,1%;4;-1;-27,1%
41308-BERG BEI ROHRBACH;13;4;38,5%;16;-1;-5,0%;28;3;10,4%
41309-HASLACH AN DER MUEHL;13;-1;-5,0%;13;-4;-21,6%;26;-4;-14,3%
41310-HELFENBERG;4;0;4,3%;9;-1;-8,3%;13;-1;-4,8%
41311-HOERBICH;2;1;242,9%;2;-1;-26,3%;4;1;15,6%
41312-HOFKIRCHEN IM MUEHLKREIS;10;1;12,0%;14;1;10,0%;24;2;10,9%
41313-JULBACH;9;2;27,6%;17;-2;-10,3%;27;0;0,0%
41314-KIRCHBERG OB DER DONAU;7;1;12,9%;11;1;12,0%;18;2;12,3%
41315-KLAFFER;8;-4;-30,3%;15;-3;-15,3%;24;-6;-21,2%
41316-KLEINZELL IM MUEHLKREIS;5;-1;-12,9%;10;1;8,3%;14;0;0,6%
41317-KOLLERSCHLAG;9;1;13,3%;13;3;31,4%;21;4;23,6%
41318-LEMBACH IM MUEHLKREIS;10;3;42,0%;16;1;4,9%;26;4;16,2%
41319-LICHTENAU IM MUEHLKREIS;1;-1;-29,2%;3;-1;-30,9%;5;-2;-30,4%
41320-NEBELBERG;2;-1;-29,6%;3;0;5,6%;5;-1;-9,5%
41321-NEUFELDEN;7;0;3,8%;11;3;33,0%;18;3;19,8%
41322-NIEDERKAPPEL;4;1;23,3%;7;-1;-13,3%;12;0;-2,1%
41323-NIEDERWALDKIRCHEN;6;-1;-12,0%;10;-1;-5,0%;15;-1;-7,7%
41324-OBERKAPPEL;2;-1;-25,0%;8;1;8,0%;10;0;-0,8%
41325-OEPPING;6;1;20,7%;15;-1;-7,7%;21;0;-1,2%
41326-PEILSTEIN IM MUEHLVIERTEL;7;2;38,7%;11;-2;-14,4%;18;0;0,9%
41327-PFARRKIRCHEN IM MUEHLKREIS;9;-1;-7,2%;12;-1;-4,8%;20;-1;-5,8%
41328-PUTZLEINSDORF;8;2;40,8%;10;-3;-23,5%;19;-1;-3,9%
41329-NEUSTIFT IM MUEHLKREIS;10;2;17,3%;12;-1;-4,7%;22;1;4,3%
41330-ROHRBACH IN OBEROESTERREICH;13;-1;-6,9%;19;1;5,7%;32;0;0,0%
41331-SANKT JOHANN AM WIMBERG;4;3;150,0%;4;-1;-16,1%;8;2;27,6%
41332-SANKT MARTIN IM MUEHLKREIS;18;-1;-5,0%;24;0;0,3%;42;-1;-2,0%
41333-SANKT OSWALD BEI HASLACH;4;0;-4,5%;5;-1;-8,6%;9;-1;-7,0%
41334-SANKT PETER AM WIMBERG;5;2;69,4%;9;0;-4,5%;14;2;13,7%
41335-SANKT STEFAN AM WALDE;2;-1;-30,8%;4;0;4,3%;6;-1;-11,8%
41336-SANKT ULRICH IM MUEHLKREIS;2;1;42,9%;4;0;-9,8%;6;0;1,5%
41337-SANKT VEIT IM MUEHLKREIS;5;1;36,6%;7;3;58,8%;11;4;48,9%
41338-SARLEINSBACH;14;2;19,7%;17;2;12,3%;30;4;15,5%
41339-SCHLAEGL;5;-2;-27,8%;9;-3;-21,3%;15;-5;-23,8%
41340-SCHOENEGG;2;1;83,3%;4;1;51,5%;6;2;60,0%
41341-SCHWARZENBERG IM MUEHLKREIS;4;0;-4,4%;8;-1;-8,5%;12;-1;-7,3%
41342-ULRICHSBERG;20;2;13,5%;33;0;-0,7%;54;2;4,2%
Gesamt;284;18;6,7%;437;-10;-2,1%;721;8;1,2%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2004      Region:  Schärding 414;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41401-ALTSCHWENDT;6;1;27,6%;6;-1;-12,2%;12;1;4,3%
41402-ANDORF;43;-2;-3,5%;62;-1;-1,3%;105;-2;-2,2%
41403-BRUNNENTHAL;13;0;1,4%;23;2;11,6%;35;3;7,7%
41404-DIERSBACH;13;3;27,5%;17;1;3,5%;30;3;12,5%
41405-DORF AN DER PRAM;7;2;51,9%;7;1;9,9%;14;3;26,3%
41406-EGGERDING;13;1;6,3%;14;2;12,5%;26;2;9,4%
41407-ENGELHARTSZELL;11;4;50,6%;10;2;30,2%;21;6;39,8%
41408-ENZENKIRCHEN;15;0;1,2%;28;-2;-6,6%;43;-2;-4,1%
41409-ESTERNBERG;19;3;17,4%;24;1;5,4%;43;4;10,3%
41410-FREINBERG;7;0;4,8%;10;-2;-18,3%;18;-2;-10,2%
41411-KOPFING IM INNKREIS;12;-1;-4,1%;30;-3;-7,8%;41;-3;-6,8%
41412-MAYRHOF;1;0;36,4%;3;0;0,0%;4;0;9,8%
41413-MUENZKIRCHEN;17;-1;-5,0%;35;2;6,3%;52;1;2,3%
41414-RAAB;24;1;4,3%;36;5;15,2%;61;6;10,5%
41415-RAINBACH IM INNKREIS;11;2;26,9%;17;1;8,7%;28;4;15,3%
41416-RIEDAU;24;6;33,6%;25;-5;-17,0%;49;1;1,9%
41417-SANKT AEGIDI;15;4;30,2%;19;-3;-12,3%;34;1;2,8%
41418-SANKT FLORIAN AM INN;26;5;24,9%;32;-3;-8,6%;57;2;3,8%
41419-SANKT MARIENKIRCHEN BEI SCHAERDING;14;2;19,9%;19;1;3,2%;33;3;9,7%
41420-SANKT ROMAN;14;5;50,0%;15;-3;-17,8%;29;2;5,5%
41421-SANKT WILLIBALD;6;-2;-24,2%;15;-3;-17,1%;21;-5;-19,2%
41422-SCHAERDING;63;11;21,3%;85;9;11,7%;148;20;15,5%
41423-SCHARDENBERG;17;0;-0,5%;20;2;10,4%;37;2;5,2%
41424-SIGHARTING;8;0;3,1%;14;0;-1,2%;22;0;0,4%
41425-SUBEN;12;3;37,1%;13;1;12,4%;25;5;23,1%
41426-TAUFKIRCHEN AN DER PRAM;29;0;0,0%;46;1;3,0%;74;1;1,8%
41427-VICHTENSTEIN;9;3;55,9%;12;0;3,5%;21;4;20,4%
41428-WALDKIRCHEN AM WESEN;11;0;3,2%;10;1;9,6%;21;1;6,3%
41429-WERNSTEIN AM INN;15;0;2,3%;9;-1;-6,1%;24;0;-1,0%
41430-ZELL AN DER PRAM;17;-2;-8,3%;20;-3;-11,9%;36;-4;-10,3%
Gesamt;489;52;11,8%;676;4;0,6%;1.165;55;5,0%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2004      Region:  Steyr 415;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40201-STEYR;634;-12;-1,9%;793;-41;-4,9%;1.427;-53;-3,6%
41501-ADLWANG;9;0;0,0%;11;2;18,8%;20;2;9,5%
41502-ASCHACH AN DER STEYR;19;0;-1,7%;13;-1;-8,6%;32;-2;-4,7%
41503-BAD HALL;68;2;2,5%;67;9;15,5%;135;11;8,5%
41504-DIETACH;18;-4;-19,1%;18;1;2,8%;36;-4;-9,3%
41505-GAFLENZ;12;-4;-26,6%;11;-1;-7,1%;22;-5;-18,2%
41506-GARSTEN;52;1;2,5%;51;-9;-14,4%;102;-7;-6,6%
41507-GROSZRAMING;18;-5;-22,8%;23;0;1,9%;41;-5;-10,8%
41508-LAUSSA;9;-2;-18,8%;14;0;-1,8%;23;-2;-9,4%
41509-LOSENSTEIN;12;-5;-29,4%;15;-2;-10,3%;26;-7;-19,9%
41510-MARIA NEUSTIFT;13;3;28,2%;8;-2;-18,0%;22;1;5,3%
41511-PFARRKIRCHEN BEI BAD HALL;7;-3;-33,3%;11;-2;-15,2%;17;-5;-23,1%
41512-REICHRAMING;18;1;2,8%;14;-2;-11,4%;32;-1;-3,8%
41513-ROHR IM KREMSTAL;13;4;43,0%;13;0;0,6%;26;4;17,9%
41514-SANKT ULRICH BEI STEYR;13;-3;-18,7%;13;0;-0,6%;26;-3;-10,5%
41515-SCHIEDLBERG;6;0;0,0%;8;-4;-32,4%;14;-4;-21,7%
41516-SIERNING;87;-3;-3,2%;82;-13;-13,7%;169;-16;-8,6%
41517-TERNBERG;29;2;7,1%;27;1;2,5%;56;3;4,9%
41518-WALDNEUKIRCHEN;14;-1;-7,3%;15;-1;-8,6%;29;-3;-8,0%
41519-WEYER LAND;29;-1;-4,4%;24;-8;-25,4%;53;-10;-15,2%
41520-WEYER MARKT;16;-3;-16,8%;21;1;4,2%;37;-2;-6,0%
41521-WOLFERN;26;-8;-23,3%;15;-1;-8,5%;41;-9;-18,3%
Gesamt;1.121;-43;-3,7%;1.266;-73;-5,5%;2.388;-116;-4,6%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2004      Region:  Vöcklabruck 418;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41701-AMPFLWANG IM HAUSRUCKWALD;38;-6;-14,4%;40;-7;-14,8%;78;-13;-14,6%
41702-ATTERSEE;18;1;3,3%;14;0;-2,8%;33;0;0,5%
41703-ATTNANG-PUCHHEIM;123;-5;-4,0%;149;-11;-6,6%;272;-16;-5,5%
41704-ATZBACH;8;1;17,4%;8;0;-2,0%;17;1;7,0%
41705-AURACH AM HONGAR;12;0;3,0%;10;-3;-23,1%;22;-3;-11,0%
41706-BERG IM ATTERGAU;5;2;74,3%;3;1;19,4%;8;3;48,5%
41707-DESSELBRUNN;8;-3;-24,0%;11;-2;-15,4%;19;-5;-19,2%
41708-FORNACH;8;2;42,6%;6;0;-5,7%;14;2;18,1%
41709-FRANKENBURG AM HAUSRUCK;35;-8;-18,0%;45;-12;-20,2%;80;-19;-19,3%
41710-FRANKENMARKT;34;-2;-4,4%;41;-4;-9,2%;75;-6;-7,0%
41711-GAMPERN;18;-2;-7,5%;16;-3;-17,4%;35;-5;-12,4%
41712-INNERSCHWAND;5;1;19,2%;5;-1;-17,8%;10;0;-2,4%
41713-LENZING;51;-8;-13,6%;46;1;1,5%;98;-7;-7,1%
41714-MANNING;4;-1;-21,8%;4;-1;-20,8%;7;-2;-21,3%
41715-MONDSEE;49;1;1,6%;50;-7;-13,0%;98;-7;-6,4%
41716-NEUKIRCHEN AN DER VOECKLA;18;0;-2,2%;14;-4;-22,9%;33;-5;-12,5%
41717-NIEDERTHALHEIM;4;-2;-30,3%;6;-2;-23,2%;10;-4;-26,1%
41718-NUSZDORF AM ATTERSEE;6;-1;-17,6%;8;-2;-22,3%;15;-4;-20,4%
41719-OBERHOFEN AM IRRSEE;9;-2;-20,7%;9;-3;-23,3%;18;-5;-22,1%
41720-OBERNDORF BEI SCHWANENSTADT;7;-2;-19,4%;8;1;20,7%;15;0;-1,6%
41721-OBERWANG;8;2;38,0%;14;3;22,4%;22;5;27,8%
41722-OTTNANG AM HAUSRUCK;28;-10;-26,5%;37;-6;-13,0%;65;-16;-19,4%
41723-PFAFFING;9;2;23,8%;5;-3;-33,7%;14;-1;-6,3%
41724-PILSBACH;2;-1;-42,4%;2;0;20,0%;3;-1;-22,9%
41725-PITZENBERG;2;0;8,3%;3;1;30,4%;5;1;19,1%
41726-POENDORF;13;-4;-25,6%;15;-4;-20,0%;27;-8;-22,7%
41727-PUCHKIRCHEN AM TRATTBERG;6;0;-1,4%;5;-2;-24,7%;11;-2;-13,6%
41728-PUEHRET;2;0;-19,2%;2;0;18,8%;3;0;-4,8%
41729-REDLEITEN;3;-1;-25,5%;1;-1;-50,0%;4;-2;-35,1%
41730-REDLHAM;6;1;12,3%;8;2;29,6%;14;2;21,3%
41731-REGAU;45;-7;-13,0%;54;1;1,3%;99;-6;-5,8%
41732-RUESTORF;14;1;4,3%;11;-1;-10,0%;25;-1;-2,3%
41733-RUTZENHAM;1;0;0,0%;1;0;75,0%;1;0;30,0%
41734-SANKT GEORGEN IM ATTERGAU;42;5;13,3%;52;-1;-1,4%;94;4;4,6%
41735-SANKT LORENZ;7;-1;-13,7%;14;1;4,2%;21;-1;-2,3%
41736-SCHLATT;9;1;14,4%;11;1;7,4%;20;2;10,4%
41737-SCHOERFLING AM ATTERSEE;28;2;6,6%;30;-3;-8,7%;58;-1;-1,8%
41738-SCHWANENSTADT;74;-2;-2,9%;71;-15;-17,0%;145;-17;-10,4%
41739-SEEWALCHEN AM ATTERSEE;42;0;-1,0%;42;-1;-2,1%;84;-1;-1,6%
41740-STEINBACH AM ATTERSEE;8;0;-2,2%;5;-3;-32,3%;13;-3;-17,6%
41741-STRASZ IM ATTERGAU;8;1;20,3%;7;-3;-30,5%;15;-2;-11,1%
41742-TIEFGRABEN;12;2;16,3%;17;5;35,5%;29;6;26,9%
41743-TIMELKAM;54;-4;-7,1%;60;-5;-7,2%;114;-9;-7,2%
41744-UNGENACH;11;-1;-8,9%;10;2;18,6%;21;1;2,4%
41745-UNTERACH AM ATTERSEE;9;0;-0,9%;14;1;8,7%;23;1;4,6%
41746-VOECKLABRUCK;122;-3;-2,6%;143;-22;-13,2%;265;-25;-8,6%
41747-VOECKLAMARKT;45;-5;-9,2%;50;-9;-14,7%;95;-13;-12,2%
41748-WEISZENKIRCHEN IM ATTERGAU;4;-1;-11,9%;4;1;16,3%;9;0;0,0%
41749-WEYREGG AM ATTERSEE;10;-4;-26,5%;13;0;-1,9%;23;-4;-14,3%
41750-WOLFSEGG AM HAUSRUCK;15;1;5,8%;15;-2;-11,7%;30;-1;-3,5%
41751-ZELL AM MOOS;14;3;25,5%;13;0;0,6%;27;3;12,3%
41752-ZELL AM PETTENFIRST;8;0;0,0%;8;0;-3,0%;16;0;-1,5%
Gesamt;1.121;-57;-4,9%;1.231;-122;-9,0%;2.352;-179;-7,1%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2004      Region:  Wels 419;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40301-WELS;814;16;2,0%;1.051;21;2,0%;1.864;37;2,0%
41801-AICHKIRCHEN;3;0;3,1%;4;1;37,5%;6;1;20,3%
41802-BACHMANNING;5;-4;-45,5%;6;-2;-25,5%;11;-6;-36,2%
41803-BAD WIMSBACH-NEYDHARTING;16;0;-1,5%;21;3;13,7%;37;2;6,7%
41804-BUCHKIRCHEN;24;-4;-13,6%;30;3;11,7%;55;-1;-1,2%
41805-EBERSTALZELL;18;2;11,7%;17;1;4,1%;34;3;7,9%
41806-EDT BEI LAMBACH;17;-3;-16,2%;16;-5;-25,0%;33;-9;-20,6%
41807-FISCHLHAM;9;1;12,4%;7;1;8,9%;16;2;10,8%
41808-GUNSKIRCHEN;40;-1;-2,9%;38;1;2,2%;78;0;-0,4%
41809-HOLZHAUSEN;8;3;53,3%;5;0;0,0%;12;3;27,8%
41810-KRENGLBACH;20;-1;-3,2%;19;-2;-8,6%;39;-3;-6,0%
41811-LAMBACH;36;-2;-5,1%;48;4;10,1%;84;3;3,1%
41812-MARCHTRENK;116;7;6,1%;143;8;6,0%;259;15;6,1%
41813-NEUKIRCHEN BEI LAMBACH;8;1;10,5%;6;1;8,6%;14;1;9,6%
41814-OFFENHAUSEN;12;0;-2,7%;15;3;23,8%;27;3;10,3%
41815-PENNEWANG;7;2;29,9%;4;0;1,9%;12;2;17,6%
41816-PICHL BEI WELS;23;2;10,8%;18;-1;-4,8%;41;1;3,3%
41817-SATTLEDT;18;-1;-6,0%;21;0;0,4%;39;-1;-2,7%
41818-SCHLEISZHEIM;10;3;40,7%;8;0;-4,9%;18;3;15,9%
41819-SIPBACHZELL;15;3;23,9%;13;-3;-20,4%;28;-1;-2,0%
41820-STADL-PAURA;66;15;29,5%;66;5;7,6%;132;20;17,5%
41821-STEINERKIRCHEN AN DER TRAUN;18;1;3,3%;21;1;2,8%;40;1;3,0%
41822-STEINHAUS;11;-1;-5,6%;10;0;1,7%;21;-1;-2,3%
41823-THALHEIM BEI WELS;51;-2;-3,6%;50;-4;-6,6%;101;-6;-5,2%
41824-WEISZKIRCHEN AN DER TRAUN;25;3;16,0%;23;-1;-2,8%;48;3;6,1%
Gesamt;1.390;39;2,9%;1.663;34;2,1%;3.054;74;2,5%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2004      Region:  Traun (mit ZWS) 421;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41001-ALLHAMING;7;2;38,1%;11;0;0,8%;18;2;13,0%
41002-ANSFELDEN;184;30;19,5%;247;12;5,1%;431;42;10,8%
41003-ASTEN;57;0;0,1%;70;0;0,1%;127;0;0,1%
41004-EGGENDORF IM TRAUNKREIS;4;1;48,6%;7;1;10,7%;11;2;22,7%
41005-ENNS;90;2;1,8%;123;15;14,0%;213;17;8,5%
41006-HARGELSBERG;8;0;3,1%;7;-2;-19,6%;15;-1;-8,6%
41007-HOERSCHING;41;0;-0,8%;62;4;6,5%;103;4;3,5%
41008-HOFKIRCHEN IM TRAUNKREIS;9;0;-2,7%;8;2;43,9%;17;2;14,7%
41009-KEMATEN AN DER KREMS;22;-1;-4,0%;28;1;4,3%;50;0;0,5%
41010-KIRCHBERG-THENING;9;1;13,0%;12;0;0,7%;21;1;5,8%
41011-KRONSTORF;23;0;-1,4%;23;-3;-11,8%;46;-3;-6,9%
41012-LEONDING;186;22;13,7%;221;7;3,3%;408;29;7,8%
41013-MARKT SANKT FLORIAN;30;-1;-4,3%;20;-6;-23,2%;50;-7;-12,8%
41014-NEUHOFEN AN DER KREMS;52;7;16,8%;48;1;1,6%;99;8;9,0%
41015-NIEDERNEUKIRCHEN;11;-1;-10,3%;6;1;26,2%;17;0;0,5%
41016-OFTERING;13;2;18,9%;16;3;27,2%;28;5;23,4%
41017-PASCHING;49;6;13,4%;57;4;7,2%;106;10;10,0%
41018-PIBERBACH;12;1;13,3%;11;1;5,5%;23;2;9,4%
41019-PUCKING;26;0;0,6%;28;-2;-5,5%;55;-2;-2,7%
41020-SANKT MARIEN;28;1;5,0%;28;3;10,7%;56;4;7,8%
41021-TRAUN;302;30;10,9%;421;24;6,1%;723;54;8,0%
41022-WILHERING;28;6;29,2%;35;1;2,7%;63;7;13,1%
Gesamt;1.193;109;10,1%;1.490;68;4,8%;2.683;177;7,1%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
